Regulator	Target	MI	pvalue
hsa-miR-181c-3p	ANKRD30BL	0.36377955623111285	1.5883965698293423E-8
hsa-miR-181c-3p	FBXO17	0.37585297178584115	0.0
hsa-miR-181c-3p	ELFN2	0.3403245277980222	2.067141469108691E-6
hsa-miR-181c-3p	EN2	0.3208877251871646	0.042727777227306696
hsa-miR-181c-5p	hsa-miR-181c-3p	0.5627490564899379	0.0
hsa-miR-181c-3p	CPNE4	0.32641445274804604	2.384314967684986E-12
hsa-miR-181c-3p	CEND1	0.3222722907406726	1.9028577432278482E-4
hsa-miR-181c-3p	KHDRBS2	0.43304685448908375	0.0
hsa-miR-181c-5p	DDX31	0.3717296106127763	9.718659915947114E-6
hsa-miR-181c-5p	LRRC38	0.32429891467585736	0.0031336099386196636
hsa-miR-181c-3p	CCDC8	0.3424446323365572	1.5883965698293423E-8
hsa-miR-181c-5p	MDFI	0.33250598549520716	4.2311235937120273E-7
hsa-miR-181c-5p	TIGAR	0.37483618572286886	0.042727777227306696
hsa-miR-181c-3p	LHX4	0.37211021611888495	0.0
hsa-miR-181c-3p	CAMSAP3	0.32855682613355275	0.0
hsa-miR-181c-5p	CACNA2D1	0.39550372832855507	0.042727777227306696
hsa-miR-181c-5p	DOC2B	0.3719745729025334	0.0
hsa-miR-181c-5p	PMP2	0.31784640785248464	0.042727777227306696
hsa-miR-181c-3p	ROBO2	0.3435042305338371	9.718659915947114E-6
hsa-miR-181c-3p	VRK2	0.354998362284627	0.0
hsa-miR-181c-5p	EVC2	0.33460289036573165	0.042727777227306696
hsa-miR-181c-3p	COLEC12	0.32689474352986425	7.898059976381155E-4
hsa-miR-181c-3p	FER1L5	0.3165146935188591	8.345749558102966E-8
hsa-miR-181c-5p	FLNC	0.33036636632871874	5.19440046531372E-10
hsa-miR-181c-5p	ITGA2B	0.32482953212243826	8.958211950016448E-11
hsa-miR-181c-5p	COL15A1	0.3502394226101496	0.0031336099386196636
hsa-miR-181c-3p	HMCN2	0.3509181481577545	4.2311235937120273E-7
hsa-miR-181c-5p	BLACAT1	0.3673662026226852	0.0
hsa-miR-181c-5p	RPGRIP1	0.3766699408093387	0.0
hsa-miR-181c-3p	TOP1MT	0.317070739088738	2.067141469108691E-6
hsa-miR-181c-3p	VASH2	0.3646155868596211	0.0
hsa-miR-181c-5p	UGT8	0.34396144168588016	0.0031336099386196636
hsa-miR-181c-3p	EMILIN1	0.3278177053970186	7.898059976381155E-4
hsa-miR-181c-3p	EMILIN3	0.317566648881612	4.2311235937120273E-7
hsa-miR-181c-3p	KCNA5	0.37457675492542775	0.0
hsa-miR-181c-5p	PDE1B	0.36130178037857746	0.042727777227306696
hsa-miR-181c-5p	EDIL3	0.3735542756276862	0.0
hsa-miR-181c-3p	PDGFA	0.3390917683829704	0.0
hsa-miR-181c-5p	WSCD1	0.34827001281769937	0.011860297427380928
hsa-miR-181c-3p	PITPNM3	0.3385440383724169	5.19440046531372E-10
hsa-miR-181c-5p	PTPRZ1	0.3455787662228421	2.384314967684986E-12
hsa-miR-181c-5p	IGFL2	0.342839372979953	1.9028577432278482E-4
hsa-miR-181c-5p	GRAMD2A	0.3829135500089262	0.0
hsa-miR-181c-5p	TMEM131L	0.3300499254118543	1.9028577432278482E-4
hsa-miR-181c-3p	BCAN	0.3469050292526	0.042727777227306696
hsa-miR-181c-3p	SYT16	0.3706408879462187	0.042727777227306696
hsa-miR-181c-3p	DYNC1I1	0.3580002224020033	0.0
hsa-miR-181c-5p	PMP22	0.3302505988565383	4.3905347709927156E-5
hsa-miR-181c-5p	EPHA8	0.3253859000452665	9.718659915947114E-6
hsa-miR-181c-5p	EPHB4	0.3573596244950826	0.0
hsa-miR-181c-3p	NWD2	0.3494590014576196	0.0
hsa-miR-181c-3p	UNC5D	0.3805469615806168	0.0
hsa-miR-181c-3p	GUCY2D	0.3603021340800978	1.5883965698293423E-8
hsa-miR-181c-5p	CXXC4	0.3530350807985608	3.4061642395499803E-13
hsa-miR-181c-3p	RND1	0.31842917004631915	4.3905347709927156E-5
