Regulator	Target	MI	pvalue
hsa-miR-421	DRAXIN	0.30659915164356455	0.009557038171598142
hsa-miR-421	MYT1L	0.3217031981880774	3.943147808271874E-8
hsa-miR-374b-3p	RNF152	0.34573526923490144	2.6311119949440354E-9
hsa-miR-374b-3p	CAPN13	0.3096481594800992	3.943147808271874E-8
hsa-miR-421	APOL4	0.3202407068350166	7.177657275203586E-6
hsa-miR-421	B3GAT1	0.32100545416714316	0.0
hsa-miR-374b-3p	CACNA1S	0.32596166107268876	9.51473046387763E-4
hsa-miR-374b-3p	PAX6	0.33364502696480264	1.642752600616859E-10
hsa-miR-421	SH3GL3	0.3159311932451586	0.0
hsa-miR-421	NEXMIF	0.33996434182125507	5.518664891734915E-7
hsa-miR-421	CLCF1	0.3147892078961579	5.518664891734915E-7
hsa-miR-421	MOBP	0.31063995344197104	9.51473046387763E-4
hsa-miR-421	ANKRD30BL	0.3177529464415507	0.009557038171598142
hsa-miR-374b-3p	ELAVL4	0.3206135327814033	9.51473046387763E-4
hsa-miR-374b-3p	NDNF	0.3133227986093375	9.51473046387763E-4
hsa-miR-421	PLAAT1	0.3130830776347252	8.625915549842489E-5
hsa-miR-421	PEX5L	0.33392077891919547	1.642752600616859E-10
hsa-miR-421	PKIA	0.3119601417069672	3.943147808271874E-8
hsa-miR-421	RASGRP2	0.3334289368438385	9.026113190202523E-13
hsa-miR-421	PPP1R1A	0.36419787110019836	1.642752600616859E-10
hsa-miR-374c-5p	AL354822.1	0.31352475473823027	5.518664891734915E-7
hsa-miR-374b-3p	KIAA1549L	0.3381128489253117	0.0
hsa-miR-374b-3p	PHACTR3	0.354933594075319	0.0
hsa-miR-374b-3p	CABP2	0.3295087674936375	0.0
hsa-miR-374b-3p	ANKS1B	0.33501710419367564	5.518664891734915E-7
hsa-miR-374b-3p	PLXNC1	0.3280796308408374	0.0
hsa-miR-374b-3p	NRXN2	0.32831998525916545	7.177657275203586E-6
hsa-miR-374b-3p	LAPTM4B	0.3392852246635061	0.0
hsa-miR-374b-3p	GRIA2	0.31124917249697637	2.6311119949440354E-9
hsa-miR-421	ANGPTL2	0.3252665839331925	0.009557038171598142
hsa-miR-421	SEMA3C	0.3329828646937376	0.009557038171598142
hsa-miR-421	MAPT	0.35058126036568776	0.0
hsa-miR-421	SGK1	0.32333025241521446	2.6311119949440354E-9
hsa-miR-374b-3p	TMEM176B	0.3252760330629464	2.6311119949440354E-9
hsa-miR-374b-3p	YPEL4	0.35961850033297593	0.0
hsa-miR-421	HPCA	0.3343294655979664	9.026113190202523E-13
hsa-miR-421	NID2	0.33358641457009963	0.0
hsa-miR-421	DTX1	0.33348597922499856	9.51473046387763E-4
hsa-miR-421	DPP6	0.3376943397710065	0.009557038171598142
hsa-miR-374c-5p	NOL4	0.3208226442989487	7.177657275203586E-6
hsa-miR-421	SCG5	0.3319135721609732	9.51473046387763E-4
hsa-miR-374b-3p	FLACC1	0.31108401066085833	9.928724509222775E-12
hsa-miR-421	EOMES	0.33755662682218135	0.0
hsa-miR-421	SLCO5A1	0.3141061098356065	8.625915549842489E-5
hsa-miR-421	RPH3A	0.37225056302515985	7.177657275203586E-6
hsa-miR-374b-3p	SPATS2L	0.33924914258386135	7.177657275203586E-6
hsa-miR-421	RASSF8	0.31171302250972804	7.177657275203586E-6
hsa-miR-421	ITGA2B	0.35520710812582823	0.0
hsa-miR-421	GDF7	0.3251754882866658	2.6311119949440354E-9
hsa-miR-421	CXXC4	0.304876294540619	5.518664891734915E-7
hsa-miR-374b-3p	AFF3	0.3204496239291956	0.009557038171598142
hsa-miR-374b-3p	NTRK3	0.291734820279709	0.009557038171598142
hsa-miR-421	GRASP	0.301926818357047	2.6311119949440354E-9
hsa-miR-421	C14orf39	0.33170194188635566	9.51473046387763E-4
hsa-miR-421	CMC1	0.34273796514617433	0.0
hsa-miR-421	RREB1	0.3266465445832457	0.009557038171598142
hsa-miR-374c-5p	FGF13	0.313141323374748	0.009557038171598142
hsa-miR-374b-3p	HCAR3	0.30368933366151263	8.625915549842489E-5
hsa-miR-374b-3p	SLC16A7	0.37028037295815736	0.009557038171598142
hsa-miR-421	CHL1	0.33920466458365356	1.642752600616859E-10
hsa-miR-421	CLEC2L	0.329225283129985	0.0
hsa-miR-374b-3p	CRABP2	0.32834799488324506	2.6311119949440354E-9
hsa-miR-421	ANKS1B	0.3086267529978358	9.51473046387763E-4
hsa-miR-421	DOCK5	0.2898206137682313	9.51473046387763E-4
hsa-miR-421	PCDHB8	0.30380934176358976	0.009557038171598142
hsa-miR-421	TNIK	0.35838966134656824	5.518664891734915E-7
hsa-miR-421	RALYL	0.31344568726900757	9.51473046387763E-4
hsa-miR-421	GPR26	0.31368370340222806	0.0
hsa-miR-374b-3p	NTN5	0.31479319285857843	0.009557038171598142
hsa-miR-374b-3p	NTN4	0.3129697474264153	9.51473046387763E-4
hsa-miR-374b-3p	CLVS2	0.3259796311410784	3.943147808271874E-8
hsa-miR-421	ST18	0.34196176926739874	9.51473046387763E-4
hsa-miR-421	PDE1B	0.3158394142637447	7.177657275203586E-6
hsa-miR-421	PDGFRA	0.3126101315114671	9.51473046387763E-4
hsa-miR-374c-5p	B4GALNT1	0.3252654088240658	8.625915549842489E-5
hsa-miR-374b-3p	CACNA2D4	0.31248705998729953	9.51473046387763E-4
hsa-miR-421	PDE4B	0.34533100211885126	2.6311119949440354E-9
hsa-miR-421	LMX1A	0.32017108784732345	7.177657275203586E-6
hsa-miR-421	EN2	0.30947577430446405	7.177657275203586E-6
hsa-miR-421	C9orf129	0.3178083664659295	9.51473046387763E-4
hsa-miR-374b-3p	NOL4	0.34754904747304805	8.625915549842489E-5
hsa-miR-374b-3p	DMBX1	0.2982642545540294	0.009557038171598142
hsa-miR-421	ZNF679	0.33624745875375683	2.6311119949440354E-9
hsa-miR-374c-5p	NRXN2	0.32280808236184133	0.009557038171598142
hsa-miR-421	PTPN5	0.34594429955295103	3.943147808271874E-8
hsa-miR-421	GLRA2	0.33274580250277364	0.009557038171598142
hsa-miR-421	STAT5A	0.3735064724185452	0.009557038171598142
hsa-miR-374b-3p	HK2	0.33168242188375013	0.0
hsa-miR-374b-3p	TOGARAM2	0.28985253764754215	0.009557038171598142
hsa-miR-421	MPPED1	0.31396489330505895	9.51473046387763E-4
hsa-miR-374b-3p	DCX	0.31165990632171575	9.51473046387763E-4
hsa-miR-374b-3p	CD226	0.32135233463402324	0.009557038171598142
hsa-miR-374b-3p	RNF144A	0.3241360212158904	8.625915549842489E-5
hsa-miR-421	CBLN4	0.30723059573101563	7.177657275203586E-6
hsa-miR-421	ZBTB18	0.35028698495378224	3.943147808271874E-8
hsa-miR-421	CYBRD1	0.32845341007570583	0.009557038171598142
hsa-miR-374b-3p	SH3GL2	0.34174288190547114	0.0
hsa-miR-421	KHDRBS2	0.36758379300778704	0.009557038171598142
hsa-miR-421	DLGAP1	0.3277029504543162	0.009557038171598142
hsa-miR-374b-5p	ZMAT4	0.3390937791415964	9.51473046387763E-4
hsa-miR-374c-3p	ENOX2	0.33407610003950516	0.009557038171598142
hsa-miR-421	CSRP2	0.3517940114552617	0.009557038171598142
hsa-miR-374b-3p	CAMK2N1	0.33553364506874256	5.518664891734915E-7
hsa-miR-421	CHRM3	0.33715999268003566	1.642752600616859E-10
hsa-miR-421	FGF13	0.3121159519020259	9.51473046387763E-4
hsa-miR-374b-3p	SLC2A14	0.3165727343478423	7.177657275203586E-6
hsa-miR-374c-5p	KCNK2	0.317691480112406	0.0
hsa-miR-421	FCHSD1	0.2964202107681166	3.943147808271874E-8
hsa-miR-421	VASH2	0.3653208886156611	0.0
hsa-miR-374b-3p	NALCN	0.33042494714389403	9.51473046387763E-4
hsa-miR-374b-3p	SLC6A15	0.3332978460558736	3.943147808271874E-8
hsa-miR-421	SIX6	0.32198622712749303	2.6311119949440354E-9
hsa-miR-374b-3p	B4GALNT1	0.33268841331249077	7.177657275203586E-6
hsa-miR-374b-3p	RPGRIP1	0.36647419388502855	3.943147808271874E-8
hsa-miR-374b-3p	L3MBTL4	0.33451861194894705	0.009557038171598142
hsa-miR-374c-5p	GPRIN2	0.33595354544944445	9.51473046387763E-4
hsa-miR-374b-3p	LHX1	0.32752285778274626	9.026113190202523E-13
hsa-miR-374b-3p	S1PR1	0.3320059437525851	0.009557038171598142
hsa-miR-374b-3p	ZFHX4	0.32410830098780696	0.0
hsa-miR-374b-3p	EN2	0.32471758178591853	8.625915549842489E-5
hsa-miR-374b-3p	TTC6	0.3022123848804584	8.625915549842489E-5
hsa-miR-421	ROBO2	0.3138332725821226	5.518664891734915E-7
hsa-miR-421	TMEM229B	0.3093919363492878	7.177657275203586E-6
hsa-miR-374b-3p	PCK2	0.32598730633124967	5.518664891734915E-7
hsa-miR-374b-3p	FAM49A	0.3331368597323008	7.177657275203586E-6
hsa-miR-374b-3p	GLIPR2	0.34158995136736825	8.625915549842489E-5
hsa-miR-374b-3p	GPR68	0.3147379136499194	5.518664891734915E-7
hsa-miR-374b-3p	RAMP3	0.3155203393417494	5.518664891734915E-7
hsa-miR-374c-5p	TMEM108	0.3084011263516304	0.009557038171598142
hsa-miR-374b-3p	GRM7	0.32201829013875993	3.943147808271874E-8
hsa-miR-421	SMIM32	0.3381386537422585	0.009557038171598142
hsa-miR-421	TAFA2	0.33073384009031703	0.009557038171598142
hsa-miR-421	LEMD1	0.32396787859339093	8.625915549842489E-5
hsa-miR-421	FBXL7	0.30521806753998715	9.51473046387763E-4
hsa-miR-374b-3p	NOVA2	0.32909592603232385	0.0
hsa-miR-374b-3p	MDGA1	0.34010052124860674	0.0
hsa-miR-374b-3p	RASGEF1C	0.31024356745925497	0.0
hsa-miR-421	CPNE4	0.34681849437681034	0.0
hsa-miR-374b-3p	TC2N	0.3084476775098942	8.625915549842489E-5
hsa-miR-374b-3p	GALNT14	0.3194412292502276	3.943147808271874E-8
hsa-miR-421	RPGRIP1	0.3340709114102444	0.0
hsa-miR-421	SNCAIP	0.332622030831688	1.642752600616859E-10
hsa-miR-374b-3p	NEFM	0.31309156664672233	8.625915549842489E-5
hsa-miR-374c-5p	PPP1R1A	0.3407750009828015	0.009557038171598142
hsa-miR-421	KCNA1	0.32072970038835896	3.943147808271874E-8
hsa-miR-374b-3p	ALCAM	0.3123389663028523	0.009557038171598142
hsa-miR-421	CFAP100	0.31277032382545106	2.6311119949440354E-9
hsa-miR-374b-3p	RAPGEF5	0.30524244067458617	7.177657275203586E-6
hsa-miR-374b-3p	SIPA1L2	0.3271076019641012	8.625915549842489E-5
hsa-miR-421	NWD2	0.32364858233192756	2.6311119949440354E-9
hsa-miR-421	SV2B	0.3338912874658396	8.625915549842489E-5
hsa-miR-374b-3p	RIPOR2	0.3096293692563298	0.0
hsa-miR-421	RND1	0.3079038326162562	0.009557038171598142
hsa-miR-374b-3p	ADGRV1	0.3312186871484618	0.0
hsa-miR-421	LONRF2	0.31827486073281663	9.928724509222775E-12
hsa-miR-374b-3p	CDHR1	0.32847994964333155	0.0
hsa-miR-421	RNF144A	0.31631932064447027	7.177657275203586E-6
hsa-miR-374b-3p	NEB	0.31366376302928256	8.625915549842489E-5
hsa-miR-421	PCYT1B	0.3148138569335702	8.625915549842489E-5
hsa-miR-374c-5p	RIPOR2	0.31655293805404056	8.625915549842489E-5
hsa-miR-421	SH3BP5	0.3175687932406546	0.0
hsa-miR-421	DDR2	0.31159718660832564	9.51473046387763E-4
hsa-miR-374b-3p	IMPG2	0.30681306247672363	9.51473046387763E-4
hsa-miR-421	DIRAS3	0.3223977283682059	7.177657275203586E-6
hsa-miR-421	DSCAML1	0.3030976747531795	0.009557038171598142
hsa-miR-374b-3p	CUX2	0.316658489108709	0.009557038171598142
hsa-miR-421	SYT1	0.3340765554475705	8.625915549842489E-5
hsa-miR-374b-3p	EOMES	0.30528302002744123	0.009557038171598142
hsa-miR-421	GNAL	0.3270273461591409	2.6311119949440354E-9
hsa-miR-374b-3p	MAPT	0.3473008635077166	5.518664891734915E-7
hsa-miR-374c-5p	PCARE	0.3179115236909163	9.51473046387763E-4
hsa-miR-374b-3p	SLC10A4	0.34406510444714333	3.943147808271874E-8
hsa-miR-374b-3p	EPPK1	0.31115124135088856	5.518664891734915E-7
hsa-miR-374b-3p	PLPP4	0.331908504953692	9.51473046387763E-4
hsa-miR-374b-3p	TNNT2	0.30454402600620417	9.928724509222775E-12
hsa-miR-421	DYNC1I1	0.3107004023503694	9.51473046387763E-4
hsa-miR-421	ANKRD30B	0.3060424614456413	9.51473046387763E-4
hsa-miR-374b-3p	LLGL2	0.286046889723125	0.009557038171598142
hsa-miR-421	WNT7A	0.3199203701014268	3.943147808271874E-8
hsa-miR-374b-3p	HCN2	0.3329115542330354	0.0
hsa-miR-374b-3p	HCN4	0.33071042327574124	2.6311119949440354E-9
hsa-miR-421	SYT16	0.3520513527772242	0.0
hsa-miR-374b-3p	DCDC1	0.32897663976348934	0.0
hsa-miR-374b-3p	FAM131B	0.33218615514143723	7.177657275203586E-6
hsa-miR-374b-3p	EPHA2	0.3255352846523299	0.0
hsa-miR-421	KCNK2	0.32569870419179836	0.009557038171598142
hsa-miR-374c-5p	KIAA1549L	0.36937601644477613	8.625915549842489E-5
hsa-miR-421	UNC5D	0.34950747876228117	7.177657275203586E-6
hsa-miR-374b-3p	CELF5	0.3390842299961583	0.0
hsa-miR-374b-3p	FER1L5	0.32253390609863014	8.625915549842489E-5
