gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.96031504706389	0	0	1.54210355173919	0	1.49585254682061	0	0.83620157234593	0	0	0.677337981958001	0	0.324742591632347	0	0	1.53322167347841	4.15851823455662	0	2.23697064887372	1.36169366448938	0	0.903826722668037	4.10285061925212	0	0.0368259384438175	0.08336724408076	0.81101384211312	0	1.87887332171957	0	0	1.26269460412334	4.43349901452132	4.27533859447416	0	7.09066785730813	1.30743350405404	1.95378346273858	5.73306366453679	3.43411689345135	4.3707610508462	3.98307764095868	5.48854747421628	6.61018890991097	0.41209486577974	2.1165669321371	0	3.66414996342212	4.54333296148888	4.20065504220423	4.52643857304081	3.46706766603689	4.47075184720524	2.2226742021885	1.04497019531702	4.60876226740614	2.64075955575329	0	0	0	2.99021270856176	0	0	0	1.68256620575349	0	0	0	0	0	0	0	3.05164268977368	0	5.54004196705513	0	1.29503930788	2.88629981093372	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12972573437718	2.51131286552452	1.55489532805048	0.914200572530921	2.54736564140942	0	0	1.10687098747123	0	2.86644230043976	0	1.46873236977322	1.93529570470296	3.27675308925617	3.85182126987033	0	0.632726902349867	1.28004846506216	0	0	2.86892906272362	1.23353050384175	3.42529615874443	0	2.21763828659847	0	0.673879770456826	0	0.28226658867198	4.49867051878975	1.40909459409864	1.50117258916	4.20065504220423	0.472947734288452	2.33397351632133	0.732371507653603	0	0.0300019798390555	0	0.185312808399527	0	0	0	0	0	0	0.255180449363857	0.715208479362452	0	0	0	0	0.021701751182274	3.18765061931721	0	0.704557579564458	0	0	0	0.581658297602315	0	0	0	0	0	0	3.52141911226179	0	0	3.99701932937274	1.72740266513967	0	0.20245489565374	2.11418847899275	0	0	0	0	0.0885969894255426	1.98923897036342	3.15014113796397	0	3.37668314092063	3.84015833120121	0	0	0	0.968651735829252	3.09071062011095	1.95685186349992	3.47684685519415	2.3698027137419
ANKRD65	3.55998914216345	4.17221229473699	4.26720921765359	3.50660430785564	3.0144151244583	2.92693280743819	2.60825402237153	2.67812291340478	1.619628831479	3.62816258887641	2.88884347160763	2.42781494096535	3.44847103183721	4.26720921765359	4.06667602899409	1.48835779474191	0.433550259371885	1.29208820588813	5.32499509070829	1.72740266513967	3.47684685519415	2.62106559320638	0.197547592353198	0	2.12194098542343	2.53023683892408	6.61018890991097	1.12652762640347	0.573196738314776	1.36169366448938	0.59749200354813	2.49355904494683	2.77163689244261	2.77972969468415	2.18437727345306	2.32704043405333	0	2.30881029147478	0	6.03315860863021	0	0.851629958741389	0.702799354697517	0	0	0	0	0	2.71381775450207	0.860328444668608	0.278186244934875	0	0	0.371326617455896	0	0	0	0	0	0	0	0	0	0.988013370228402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200398550370529	0.0374465717211718	0	0	1.43987557063544	0.0984322181335802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337317121402171	0	0	0	0	0	0	0	0	0	1.14326254732849	0	0	0	0	0.0393840538754483	4.81283049668229	0.59627218593353	0	0	0	0	0	5.02753875111877	5.30949610415104	2.57638022457827	3.5124927692948	3.66414996342212	1.32389553752084	3.90727379133083	0	3.94435012108122	5.73306366453679	2.34515791060122	5.43202433550074	0.0504644471010998	4.03893621612864	0	0	3.95121083730036	2.85783005714205	0	2.18872275594883	0	0.0259727595959163	0	0	3.0972933866093	0	0	0	0.149082002855812	0	1.2151299860829	0	0.371467671591539	0	0	1.69764152555258	0	0.644093771681562	0	4.23921252939389	1.12853682867041	2.87775999182369	0	0	1.26597127795657	0	0	0	0
GABRD	2.07109224795658	4.313697288406	2.4483350813064	1.18705476261622	4.10285061925212	1.60587622438143	1.59150837733117	1.39499230847655	0.800697911323288	3.49911705520806	1.93180233099149	4.63561686430627	0	4.21969609954018	0	0	2.50338650058173	0	2.9443839775245	0	0.053915413175579	1.72134506544986	0	0	0	0	0.0854974353651322	0	0	0.186985637973358	1.96451467245635	0.191198641204285	0	2.4714019853547	2.91564001238389	5.60296377173533	0.552046710654468	0	0	0	0	0	2.11780086743203	0	1.39910773055632	0	2.73139134090727	0.23902131467384	0.061104578533811	0.747465053645896	0	0.028667546959786	2.39656869637469	0	3.95791788922575	0	0.263406111414607	0	0	0	0	0	0	0	0	0	0	3.04839499823666	1.43809707142997	0.75722282807199	0	0.213620723684822	0	0	0	1.72039397175712	0	0	1.55138472040788	0	0	0	4.07414270185277	0.744508852311043	4.15851823455662	0	0	5.52406220285107	0	1.29208820588813	0.902701253882288	0
PLCH2	0	0.115851405049266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546856907161222	2.42436331123787	0	2.99290778234743	1.47125072533379	4.05373631502295	1.16053832996549	1.84428007119102	0	1.31013219463849	0.770090647820992	0	2.72587277813477	1.95378346273858	3.66414996342212	0.0962876617046993	2.5012630206243	1.63587485274477	0.724405754118774	2.84737561420162	0	3.29602693563878	3.09071062011095	0.203812007826855	0.0134251972017454	2.60825402237153	1.35437573873673	1.67515498176563	0.818547605952299	0.8860952711382	0	0	0.51231244798071	3.16739728697015	1.03378122886706	0.441368053543785	1.72218417684917	2.03855529107164	1.43225045587057	0.383766720113635	0.967680097838329	1.1396083813541	0	0	3.42224306634997	0	2.4714019853547	1.11369816729365	0	0	0	0	0	2.28074069176705	0	0	0	0	0	3.83385012745749	0	2.45966196442287	0	0	2.46364768492742	0	2.5911239713512	0	3.12391789638943	2.45173538628108	0	1.51410168077058	0	0	0.674453434015536
MEGF6	1.67342352055911	4.27533859447416	1.76129310906546	1.73332156033639	2.69021930767106	1.17553817839559	1.14942099255396	2.91261830599281	3.80988887622951	3.30736687260481	2.57841339865688	3.4007868038225	3.88128440162631	2.90124528051099	0	0.503007713131397	0	0	1.89333595649331	0	3.30036617045553	0	0	0	0	1.31013219463849	2.42082897797434	0	0	1.36739704277721	0	0.149201315817085	0	0.307460235493032	0	0	1.55138472040788	0	2.15758050973541	0	0	0.357693951853701	0	0	1.45238600402912	0.0867524250556809	0	3.65327484144646	0	0.108032321349319	1.97186820922928	0.317665132801525	2.16082664831792	1.36989331538256	0	0	0	0	0	0	0.270911583892703	0	0	0	0	0	0	2.27585348638593	3.85182126987033	0	2.22427641715845	4.40766109115376	0	0	1.6834960632743	3.29602693563878	0.35401610479159	0	1.40576197118652	0	0	0	0	0	4.9278176568109	3.57387235837745	4.19402964764113	0	0	0	0.0325297023853085	0
TP73	0	0.00659450217682095	0	0	0	0	0	0	0.682597366459173	0	0	0	1.35624114438685	0.0410174196636369	0	0	0	0	0	0	2.85783005714205	0	0.371618609867431	0	0	0	0	0	0	0.572017481944598	0	0	0	0	0	0	3.22778092851691	0.746113282678577	0	0	1.82026102221611	2.66125254687254	2.47691524270227	0	2.3698027137419	0.118765878852884	0.485353433987912	0	0.631106237659585	0.583522724576901	1.77568766603513	0	1.35055611931204	1.70215952321241	3.44847103183721	1.32181050119958	0	0	0	1.88496651073994	4.01804556260318	1.2982769588989	0.784074807311247	0.613389810027584	2.6253656175721	4.31973590636879	0.577038833082858	3.62816258887641	5.15091187161653	3.62231563002707	0.512779736934925	4.69074744765254	0.712548045318615	0	0.800028147969496	3.96317400799705	2.64800712218685	0.652297006309316	2.50734449095109	0	0	0	0	0.391617380087057	4.23921252939389	1.95685186349992	3.23155173156656	0	0	0	1.46266988367058	0.373956628870329
AJAP1	0	0	0	0	0	5.78267089188954	1.20418497800139	0	3.2585988396355	0.673126974758709	0.401223402893221	0	0	0	4.29862656603745	0	6.03315860863021	0	5.60296377173533	6.57213409181758	0	0	0	1.88393809940208	2.44453604071275	0	0	0	0.936156922755231	0	2.93876190604781	0	4.29862656603745	0	1.32658130730158	0	0	0	0	0	0	1.01441459398197	0	0	0	0	3.6576009823986	1.92961138837989	0	3.19470426301942	0	0	2.65497708009612	0	1.25125954252722	1.91270151974915	0.581479169966701	1.77167882089188	0	1.22498272093452	0	0	0	0	1.52178616600554	1.84838477904027	0	0	0	0	5.29345761849112	0	0	0.658242385349388	1.72823194569338	0	0	0	0	0	0	0.998614382455352	0	3.90727379133083	1.27687844507158	0	6.03315860863021	1.28856966561051	1.33567025094754	2.08228937441578	1.0019274474095	2.09017765066598
CHD5	0	0	0	0	0	2.33055962540151	0	0	3.32057392169112	1.5724849482124	0	0.772355581207066	0	0	0	0	1.33290114157866	2.70339636507995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26932088579099	0	0	0	1.54917956200624	0	0.469501649747829	0	0	4.60102448502824	0	0	1.37808942475096	1.63413596112732	0	0	1.99396365888337	0	0	1.32043391838114	3.25466877789325	0	2.22133794312008	0	2.63425288628572	0	1.56394597201945	0	0	2.31855234727832	1.29962330249817	0	5.20723451494912	6.77301430269184	5.55844641373756	4.01035120105278	6.03315860863021	2.80592192561079	5.55844641373756	4.77983642146124	0.221877522634011	3.64826932925672	1.70683578993702	6.19687537972115	0	5.55844641373756	0.0525545247381898	4.98773799568167	0	2.89213089067584	2.17162618018196	3.63906606126666	2.15469241456763	1.93529570470296	5.41289302893441	3.15320664712878	5.34407739411487	5.64803475626187	5.43202433550074	0.374831806422957
