Regulator	Target	MI	pvalue
hsa-miR-199a-3p	SMOC2	0.44337694212303974	0.0
hsa-miR-199a-3p	LAMC3	0.4214192703565629	0.0
hsa-miR-199a-3p	LAMA1	0.341187934272442	0.0
hsa-miR-214-3p	CMKLR1	0.4447114969820615	9.407949619344436E-8
hsa-miR-199a-3p	CPED1	0.37136280758846485	0.0
hsa-miR-214-3p	FAR2	0.35126538398900575	8.707274901098572E-10
hsa-miR-3120-5p	hsa-miR-3120-3p	0.5388692297520917	0.0
hsa-miR-214-3p	ISLR	0.43813430448845947	0.0
hsa-miR-199a-3p	COL14A1	0.34990192284803934	8.111297233881487E-6
hsa-miR-199a-5p	BMP5	0.37738628980930883	1.0231815394945443E-12
hsa-miR-214-3p	FAM210B	0.34596516990151543	0.027083185207970928
hsa-miR-199a-3p	PRIMA1	0.36297723919085345	0.003984424988857427
hsa-miR-199a-3p	RASSF9	0.3649373476866327	0.0
hsa-miR-199a-5p	PGF	0.3633210337778746	0.027083185207970928
hsa-miR-199a-3p	ABLIM3	0.359529382878988	9.407949619344436E-8
hsa-miR-199a-3p	CXCL12	0.35137408654476143	9.407949619344436E-8
hsa-miR-3120-5p	OGN	0.4001058017672158	6.859791710667196E-5
hsa-miR-199a-3p	SFRP1	0.3189323808781739	5.421265658469565E-4
hsa-miR-199a-3p	SFRP4	0.3645053304967959	1.0231815394945443E-12
hsa-miR-199a-3p	VGLL3	0.38919213472310393	9.293557923228946E-9
hsa-miR-199a-3p	VRK2	0.358847711444383	0.027083185207970928
hsa-miR-199a-3p	L3MBTL4	0.32881491961052145	9.407949619344436E-8
hsa-miR-3120-3p	ITGA11	0.3513764336305041	5.421265658469565E-4
hsa-miR-199a-5p	TEX15	0.3613309249118743	0.003984424988857427
hsa-miR-3120-5p	ALDH1A3	0.33622924661631765	9.407949619344436E-8
hsa-miR-3120-3p	STEAP4	0.37846891625057744	0.027083185207970928
hsa-miR-199a-3p	CPZ	0.3192639083243615	5.421265658469565E-4
hsa-miR-214-3p	hsa-miR-199a-5p	0.657750685271033	0.0
hsa-miR-214-3p	CFH	0.38934787053950287	0.0
hsa-miR-214-3p	COL10A1	0.32111703554141696	5.421265658469565E-4
hsa-miR-214-3p	hsa-miR-199a-3p	0.6508443223628201	0.0
hsa-miR-199a-3p	DOCK5	0.3221601798933887	5.421265658469565E-4
hsa-miR-214-3p	CPM	0.32471680134036957	0.003984424988857427
hsa-miR-199a-3p	COL15A1	0.35388188963517375	6.859791710667196E-5
hsa-miR-214-3p	GRIA4	0.36378014219358573	9.407949619344436E-8
hsa-miR-214-3p	KCNJ6	0.32779998732645055	0.027083185207970928
hsa-miR-199a-3p	TNN	0.35112820302356323	9.293557923228946E-9
hsa-miR-214-5p	hsa-miR-3120-3p	0.5961653443311498	0.0
hsa-miR-199a-5p	ASPN	0.4047877846866698	9.000702902994817E-7
hsa-miR-199a-3p	PI16	0.35678168170295194	7.776179700158536E-11
hsa-miR-214-5p	SELENOP	0.36208115101385197	6.859791710667196E-5
hsa-miR-214-3p	TEX15	0.36232781594982655	9.407949619344436E-8
hsa-miR-199a-5p	COL3A1	0.4232014800490116	9.000702902994817E-7
hsa-miR-214-3p	TNN	0.3557848807375023	5.421265658469565E-4
hsa-miR-214-3p	TENT5A	0.31981714939149625	8.707274901098572E-10
hsa-miR-214-3p	PDLIM3	0.36975794068629014	9.407949619344436E-8
hsa-miR-199a-3p	CFH	0.409835655910831	9.293557923228946E-9
hsa-miR-214-3p	NID1	0.33957179623109257	6.139089236967266E-12
hsa-miR-3120-3p	NXPH2	0.31299530495104533	0.027083185207970928
hsa-miR-214-5p	KIF26A	0.36541290810078136	5.421265658469565E-4
hsa-miR-214-3p	COL1A1	0.3693348043051611	0.0
hsa-miR-214-3p	COL1A2	0.4217452502287126	0.0
hsa-miR-3120-3p	COL12A1	0.3650429233212273	8.111297233881487E-6
hsa-miR-199a-3p	ALDH1A2	0.38408347665031	0.0
hsa-miR-199a-3p	ALDH1A3	0.3359345164680109	0.003984424988857427
hsa-miR-199a-3p	CYYR1	0.3350307651909534	8.111297233881487E-6
hsa-miR-3120-5p	SDC2	0.3379310867015907	0.027083185207970928
hsa-miR-214-5p	OGN	0.4038810465042488	8.111297233881487E-6
hsa-miR-3120-3p	TMEM131L	0.3746863381170316	5.421265658469565E-4
hsa-miR-214-3p	HTRA3	0.3988248732854277	0.0
hsa-miR-214-3p	DCN	0.3956127137978941	0.0
hsa-miR-199a-3p	THBS2	0.3440313164925967	0.003984424988857427
hsa-miR-214-5p	OMD	0.37450758244809984	0.003984424988857427
hsa-miR-214-3p	CXCL12	0.3407067312222784	9.000702902994817E-7
hsa-miR-214-3p	LUM	0.47757453807597444	0.0
hsa-miR-3120-5p	CRLF1	0.34392392643759023	0.027083185207970928
hsa-miR-214-5p	STEAP4	0.3558765788188799	0.027083185207970928
hsa-miR-199a-3p	MRC1	0.41439446114162176	0.0
hsa-miR-214-3p	VRK2	0.35164814219952	8.707274901098572E-10
hsa-miR-3120-5p	ADAMTS15	0.3887827680249422	9.293557923228946E-9
hsa-miR-199a-3p	TRPM3	0.3024657798759829	0.003984424988857427
hsa-miR-199a-3p	CYBRD1	0.3572476500460642	0.0
hsa-miR-214-5p	ITIH2	0.3715741814605499	0.027083185207970928
hsa-miR-3120-3p	SCN7A	0.4012195376417918	8.111297233881487E-6
hsa-miR-3120-3p	SYNPO2	0.3362400939237079	6.859791710667196E-5
hsa-miR-3120-3p	KIF26A	0.33075136186496273	5.421265658469565E-4
hsa-miR-214-3p	GCNT2	0.35292268286111006	9.000702902994817E-7
hsa-miR-214-5p	IGF2	0.36611921083971777	0.0
hsa-miR-214-3p	HHIP	0.3503488704140572	9.000702902994817E-7
hsa-miR-199a-3p	hsa-miR-214-3p	0.6490696360607398	0.0
hsa-miR-214-3p	hsa-miR-214-5p	0.5089697861653241	8.111297233881487E-6
hsa-miR-199a-3p	ANK3	0.33714504340860524	8.707274901098572E-10
hsa-miR-199a-5p	TBX18	0.36531974476268286	8.111297233881487E-6
hsa-miR-214-3p	EMILIN1	0.3487902985927338	0.027083185207970928
hsa-miR-214-3p	MET	0.34691517925946197	0.0
hsa-miR-199a-3p	hsa-miR-214-5p	0.5222737873242219	0.0
hsa-miR-214-3p	EYA1	0.3775098569251999	6.139089236967266E-12
hsa-miR-199a-3p	CCN4	0.34457341752562	6.139089236967266E-12
hsa-miR-214-3p	MGP	0.3476776531410837	9.000702902994817E-7
hsa-miR-199a-5p	HTRA3	0.4225661611524638	8.707274901098572E-10
hsa-miR-199a-3p	CACNA2D1	0.3335709680384153	6.859791710667196E-5
hsa-miR-199a-3p	CTSC	0.3457355539393266	0.0
hsa-miR-199a-5p	CMKLR1	0.4724288807342736	0.0
hsa-miR-199a-3p	TIMP3	0.337484632493801	6.859791710667196E-5
hsa-miR-199a-3p	ZFR2	0.32046175048225034	0.027083185207970928
hsa-miR-214-3p	PMP2	0.3071997337767583	0.003984424988857427
hsa-miR-199a-5p	COL1A1	0.43501755662365976	8.111297233881487E-6
hsa-miR-199a-5p	COL1A2	0.41777262180982544	7.776179700158536E-11
hsa-miR-199a-3p	hsa-miR-3120-5p	0.5359161942330524	1.0231815394945443E-12
hsa-miR-214-3p	ADAMTS12	0.34112332905102194	7.776179700158536E-11
hsa-miR-214-3p	ADAMTS14	0.33527973164940733	9.293557923228946E-9
hsa-miR-214-3p	ADAMTS15	0.46887374339239407	8.111297233881487E-6
hsa-miR-3120-3p	PRELP	0.37583980369727915	8.111297233881487E-6
hsa-miR-214-5p	COL14A1	0.39530709389919877	0.0
hsa-miR-199a-3p	hsa-miR-3120-3p	0.540177722861493	7.776179700158536E-11
hsa-miR-199a-3p	HTRA3	0.412143583043904	0.0
hsa-miR-214-3p	hsa-miR-3120-3p	0.5187752631495979	6.859791710667196E-5
hsa-miR-199a-3p	TENT5A	0.338975150747552	0.003984424988857427
hsa-miR-199a-5p	ITIH2	0.34791692436092464	0.027083185207970928
hsa-miR-199a-3p	COL12A1	0.3655730711731401	0.0
hsa-miR-199a-3p	IGFBP5	0.3608359578317224	0.0
hsa-miR-214-3p	hsa-miR-3120-5p	0.4692368917053151	8.707274901098572E-10
hsa-miR-199a-3p	IPCEF1	0.33491717801097165	0.027083185207970928
hsa-miR-199a-5p	hsa-miR-199a-3p	0.7392529168725378	0.0
hsa-miR-199a-5p	PCNT	0.375898018003623	8.111297233881487E-6
hsa-miR-3120-3p	PDE3A	0.3449283116765711	9.000702902994817E-7
hsa-miR-214-5p	SMOC2	0.37015628050880356	0.027083185207970928
hsa-miR-214-5p	TIMP3	0.33592210480007256	0.027083185207970928
hsa-miR-214-3p	NGFR	0.3920718204598071	0.0
hsa-miR-3120-3p	FOXS1	0.3449136353567518	0.027083185207970928
hsa-miR-214-3p	PLPPR4	0.3552081260199051	5.421265658469565E-4
hsa-miR-199a-3p	KCNT2	0.32551087079017466	5.421265658469565E-4
hsa-miR-199a-3p	GRIK3	0.31251038704071565	6.859791710667196E-5
hsa-miR-199a-3p	TBX18	0.4151519946122941	0.0
hsa-miR-214-5p	ANXA1	0.3611444596256372	0.027083185207970928
hsa-miR-199a-3p	CMKLR1	0.4836886619158914	0.0
hsa-miR-199a-3p	MN1	0.34880207144091974	8.111297233881487E-6
hsa-miR-199a-5p	PPM1H	0.3494163108909733	5.421265658469565E-4
hsa-miR-214-3p	ABCB4	0.3361820841343599	0.027083185207970928
hsa-miR-199a-3p	PBX1	0.3330971782389326	0.027083185207970928
hsa-miR-214-3p	CLDN1	0.3380285088375226	9.000702902994817E-7
hsa-miR-199a-3p	COL3A1	0.46586229406701096	0.0
hsa-miR-214-3p	SHROOM2	0.33360201551553653	6.139089236967266E-12
hsa-miR-199a-5p	hsa-miR-214-5p	0.5066411089083886	0.0
hsa-miR-199a-3p	FMO2	0.3397375608620923	9.407949619344436E-8
hsa-miR-199a-5p	SRPX2	0.4716493854737079	0.0
hsa-miR-3120-3p	FILIP1L	0.32175315954205724	0.003984424988857427
hsa-miR-214-5p	VGLL3	0.3892842918837401	5.421265658469565E-4
hsa-miR-199a-5p	BCL2	0.34192753525213754	9.407949619344436E-8
hsa-miR-199a-5p	CXCL12	0.37602716398212277	9.293557923228946E-9
hsa-miR-214-3p	SRPX2	0.45401794932000056	0.0
hsa-miR-199a-5p	hsa-miR-214-3p	0.6654041926464732	0.0
hsa-miR-214-3p	ITIH5	0.37640269223877215	6.139089236967266E-12
hsa-miR-214-3p	ITIH2	0.36795711185398206	0.027083185207970928
hsa-miR-199a-5p	ABCA6	0.33839003682944685	9.407949619344436E-8
hsa-miR-199a-3p	GRIA4	0.3596351721134005	6.859791710667196E-5
hsa-miR-199a-5p	ABCA8	0.38078864328709555	5.421265658469565E-4
hsa-miR-199a-5p	ABCA9	0.3453804788684247	6.859791710667196E-5
hsa-miR-199a-3p	ADGRB3	0.3265660335006769	0.003984424988857427
hsa-miR-199a-3p	LUM	0.44363637544418827	9.293557923228946E-9
hsa-miR-3120-3p	COL14A1	0.37254602138153714	9.293557923228946E-9
hsa-miR-214-3p	SCN5A	0.37894559588148335	8.707274901098572E-10
hsa-miR-214-3p	GLI1	0.32871554856666335	9.407949619344436E-8
hsa-miR-199a-3p	PCNT	0.3445619011897313	8.111297233881487E-6
hsa-miR-199a-3p	MTMR7	0.36436372128499667	9.000702902994817E-7
hsa-miR-199a-3p	DCN	0.4216071303138436	0.0
hsa-miR-214-5p	ABCA6	0.39137328169406543	6.859791710667196E-5
hsa-miR-199a-3p	DCT	0.3350778453276219	0.027083185207970928
hsa-miR-199a-5p	OMD	0.38388332719597446	0.027083185207970928
