gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.96071059221045	0	0	1.54407051338034	0	1.49771692020697	0	0.836708941534822	0	0	0.676639368550607	0	0.32554022343256	0	0	1.53324689003724	4.15889002608031	0	2.23738338371465	1.36162058246707	0	0.904971226593332	4.10307882400916	0	0.0372836748458783	0.0840079879869798	0.811266001812613	0	1.87949181915415	0	0	1.26379420334568	4.43343690612952	4.27538045484998	0	7.09068437555891	1.30764958850214	1.95407490384741	5.73305584014059	3.4343318310762	4.37076940966068	3.9833859585545	5.48856093067345	6.61020458853626	0.410966917982467	2.11709646641596	0	3.66432925204823	4.54336170561415	4.20078069698817	4.52658611351421	3.46749648374597	4.47072007493072	2.22314163120424	1.04516015619712	4.60875530265889	2.62367763304633	0	0	0	2.99047865648975	0	0	0	1.68328615341472	0	0	0	0	0	0	0	3.05216808406307	0	5.54006181347275	0	1.29352031547469	2.88675044010139	0	0	0	0	0	0	0	0	0	0
MXRA8	2.13034589938445	2.5115721398807	1.55809965557604	0.9148576830088	2.5479128560832	0	0	1.10823714515098	0	2.86675446150165	0	1.46941231250568	1.93594354910537	3.27731958983412	3.85212823333347	0	0.633598103233381	1.28118486739057	0	0	2.86934607603293	1.23488958097622	3.42587804258949	0	2.21805845005224	0	0.673082175216907	0	0.283008796739037	4.49876176152306	1.40969248514632	1.50230399359605	4.20078069698817	0.473722734158964	2.33450923043567	0.733053407942457	0	0.0294094490336291	0	0.185084328959817	0	0	0	0	0	0	0.254272481342206	0.716518489563155	0	0	0	0	0.022026089827264	3.18787822063133	0	0.705107855696304	0	0	0	0.582681127782712	0	0	0	0	0	0	3.52157563288115	0	0	3.99740464728947	1.71939180968487	0	0.203232436663201	2.11473684931125	0	0	0	0	0.0893998508625668	1.98982347201262	3.15081757185721	0	3.37300116804331	3.84045077775153	0	0	0	0.969203986792397	3.09098614033255	1.95295664169384	3.47278463566923	2.37023124389985
ANKRD65	3.56032524591092	4.1725520466001	4.26733326162171	3.5071108768454	3.01488358245051	2.92721384398708	2.60883239550451	2.68109610380648	1.62069463411199	3.628175479182	2.89242066676336	2.42827904114741	3.44900934664293	4.26733326162171	4.06677061705293	1.48145527316235	0.434290654504265	1.29296206940372	5.32502824291424	1.72806676977891	3.47720739760786	2.62160258277433	0.196477576812521	0	2.12256188113287	2.53436388882355	6.61020458853626	1.12823711029118	0.574203954874677	1.36330322275763	0.598138003953276	2.49429497687698	2.77202427261572	2.78009220273274	2.18467109192636	2.32736677248966	0	2.30565839149038	0	6.0331896769444	0	0.852165138975631	0.703227728472446	0	0	0	0	0	2.69304283817581	0.858200285188151	0.278180733602096	0	0	0.371397674786731	0	0	0	0	0	0	0	0	0	0.98823423034416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200509394844489	0.0378943143431215	0	0	1.4403721514575	0.0982508725476016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343391959501889	0	0	0	0	0	0	0	0	0	1.14393593878059	0	0	0	0	0.0398473594379623	4.81281892335856	0.59458748554485	0	0	0	0	0	5.02754705308572	5.30949285876957	2.57684646838499	3.51267417634022	3.66432925204823	1.31744320878926	3.90797624206838	0	3.94471409435446	5.73305584014059	2.34561542028843	5.43202755959524	0.0509504700299466	4.03932564082518	0	0	3.95151990692247	2.84003543341943	0	2.17341287130411	0	0.0259229408434934	0	0	3.09769899296569	0	0	0	0.14874955024536	0	1.21588855070438	0	0.370446530737071	0	0	1.69837056736523	0	0.643455880422397	0	4.23951169184925	1.12788307074253	2.8780705047687	0	0	1.26656203919228	0	0	0	0
GABRD	2.07168699394323	4.31370037231412	2.45203892781219	1.18753415405657	4.10307882400916	1.6065708774204	1.59445455477611	1.39690130681948	0.801990811301977	3.49939353240613	1.93240645531376	4.63559923741905	0	4.22018598115394	0	0	2.5036459431867	0	2.94502941954567	0	0.0547167813913016	1.72364174595056	0	0	0	0	0.0851308296807041	0	0	0.187630900573657	1.96521689059705	0.192221118317052	0	2.47217578706969	2.91608844204942	5.60295510106284	0.552485049167906	0	0	0	0	0	2.11845591932086	0	1.39970100760547	0	2.7314211741398	0.239404484188827	0.0604542503824417	0.745746799833841	0	0.028349504648088	2.39686781524836	0	3.95831529117732	0	0.263928450650237	0	0	0	0	0	0	0	0	0	0	3.0488998814993	1.43872878665848	0.757708677573208	0	0.213417166889567	0	0	0	1.71609734772408	0	0	1.55190554440509	0	0	0	4.07426902247106	0.74444929468588	4.15889002608031	0	0	5.52405151597903	0	1.28899020301183	0.902193960864066	0
PLCH2	0	0.115760982277198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553880759030516	2.42469324221505	0	2.99326816983152	1.47383799870953	4.05403920589467	1.16024742088911	1.84473169512013	0	1.30764958850214	0.771218980819689	0	2.72623036315309	1.95407490384741	3.66432925204823	0.0965950655376574	2.50175999399953	1.63658622238967	0.72501364032403	2.84802114486691	0	3.29662444250258	3.09098614033255	0.203706514629661	0.0132709728136961	2.60883239550451	1.35493739494638	1.67578387652905	0.819167177287943	0.885185700151789	0	0	0.511207645484188	3.16795589292298	1.0340564577105	0.44186847338745	1.72282614212031	2.03909099962997	1.43263449540499	0.384325576787602	0.968285875267525	1.13971043146853	0	0	3.42270205607623	0	2.47217578706969	1.11418796534369	0	0	0	0	0	2.27104511181871	0	0	0	0	0	3.83415147413006	0	2.4601023628679	0	0	2.46394613803405	0	2.59164385025806	0	3.1243825459429	2.45203892781219	0	1.51269579324497	0	0	0.673628411240573
MEGF6	1.67410837984166	4.27538045484998	1.76454982217316	1.7339916218248	2.69053217296069	1.17608686145076	1.15093019806946	2.91608844204942	3.81029280614015	3.30771270071578	2.58078152872338	3.40117663888622	3.88182880843393	2.90169561804678	0	0.501895210769046	0	0	1.89404615816879	0	3.30080134765875	0	0	0	0	1.3128536493248	2.42105324752963	0	0	1.3689025807611	0	0.150311911884422	0	0.308267911859521	0	0	1.55190554440509	0	2.1578141028566	0	0	0.357798612665568	0	0	1.45290529778887	0.0862248219420511	0	3.65342727237686	0	0.107499883024307	1.97113205464691	0.317486037808258	2.16105901506123	1.37058107786456	0	0	0	0	0	0	0.269715092954431	0	0	0	0	0	0	2.27618334590153	3.85212823333347	0	2.21404788963326	4.40757118145479	0	0	1.68421366653901	3.29662444250258	0.35468948046378	0	1.40623113505496	0	0	0	0	0	4.92770286828501	3.57428494873683	4.19436754925064	0	0	0	0.0319723735777685	0
TP73	0	0.00653715143400432	0	0	0	0	0	0	0.683460962981898	0	0	0	1.35372775628022	0.0408877677659511	0	0	0	0	0	0	2.85843186867348	0	0.37070651714859	0	0	0	0	0	0	0.572655301225602	0	0	0	0	0	0	3.22822732845172	0.744038237068632	0	0	1.81989610989365	2.66174419643972	2.47739108333497	0	2.37023124389985	0.118168281652507	0.484429376935051	0	0.629438430439341	0.582325190526819	1.77531481063563	0	1.35096079722299	1.70287749198234	3.44900934664293	1.32219914099488	0	0	0	1.88774445714633	4.01845264570995	1.29352031547469	0.781553836321994	0.613706222255832	2.62581914376392	4.31985337985198	0.576205026592406	3.628175479182	5.15090712805715	3.62250723813629	0.511207645484188	4.69068522678473	0.713279584634489	0	0.799332833142607	3.96362883226858	2.64853803351296	0.652789691820245	2.5075749550522	0	0	0	0	0.391727292680423	4.23951169184925	1.95509471200235	3.2319451129287	0	0	0	1.46061711763538	0.37316283170237
AJAP1	0	0	0	0	0	5.78263289035737	1.20569376222895	0	3.25903702001589	0.674189511805139	0.400485032015049	0	0	0	4.29874187525678	0	6.0331896769444	0	5.60295510106284	6.57212810400022	0	0	0	1.88440317095438	2.44488056805451	0	0	0	0.937270414633899	0	2.93929066629999	0	4.29874187525678	0	1.32710524125845	0	0	0	0	0	0	1.01491824555562	0	0	0	0	3.6578835036905	1.93240645531376	0	3.19509526085345	0	0	2.65557921125151	0	1.251390252327	1.91334813414601	0.581992671845238	1.7731730892654	0	1.22689720882525	0	0	0	0	1.52221538006338	1.84587312820371	0	0	0	0	5.29346098797734	0	0	0.658537079846291	1.72905764557845	0	0	0	0	0	0	0.998195331506226	0	3.90797624206838	1.27696993571422	0	6.0331896769444	1.28899020301183	1.33396663002681	2.08166601213153	1.00100633555344	2.08937990184827
CHD5	0	0	0	0	0	2.33107164140465	0	0	3.32101609474746	1.57372524491705	0	0.772812554096058	0	0	0	0	1.33450851413606	2.70394122164035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26747167251125	0	0	0	1.54979190640157	0	0.469970885111485	0	0	4.60095173655575	0	0	1.37864427373729	1.63490912235134	0	0	1.98195320632993	0	0	1.32101503005705	3.25517443243853	0	2.22152805097703	0	2.63456125034426	0	1.56462628181915	0	0	2.31560905091801	1.29405214850819	0	5.2072325942293	6.77304283978179	5.55847493096288	4.01074629267638	6.0331896769444	2.80642048644971	5.55847493096288	4.77979799982561	0.222636062472385	3.64842660036685	1.70744574976534	6.19688778648585	0	5.55847493096288	0.0533748854327308	4.98766086289241	0	2.89242066676336	2.16105901506123	3.63919489166605	2.15510213610981	1.93339816566186	5.41289694885874	3.15384818894032	5.34405336401275	5.6480055405151	5.43202755959524	0.374064011231793
