gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.95980126591288	0	0	1.54381337354985	0	1.49681692155948	0	0.835709776685674	0	0	0.676944741647222	0	0.324888988986688	0	0	1.53347090597977	4.15850209674554	0	2.23653929148026	1.36187104274365	0	0.904454090028607	4.10283474348438	0	0.036926766946182	0.0835006295071717	0.810794711327809	0	1.87925094651207	0	0	1.26277573784073	4.43344194734262	4.27526119912913	0	7.09067613197514	1.30707844676375	1.95312724637813	5.73305973678764	3.43389400147871	4.37071788915383	3.98295779100774	5.48855423336734	6.6101967683724	0.412115816581779	2.11625951038845	0	3.66402819252738	4.5431496193183	4.20050804823545	4.52643586043378	3.46679918618537	4.47071597845104	2.22226849588974	1.0447033940519	4.60875196697474	2.64053145026309	0	0	0	2.98993250161129	0	0	0	1.68223700926343	0	0	0	0	0	0	0	3.05149972175088	0	5.54005193434867	0	1.29409329795386	2.88605695093539	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12935324981681	2.5107933320019	1.55705654998516	0.914163111236102	2.54715647817315	0	0	1.10691784277355	0	2.86612512837439	0	1.46835014375883	1.93837204235412	3.27674140637807	3.85182936334343	0	0.633102095536053	1.28013015886705	0	0	2.8687143877348	1.23459434060009	3.42522017652368	0	2.21720833996417	0	0.674036817667745	0	0.282533354074243	4.49863086780587	1.40867531083221	1.50133038419728	4.20050804823545	0.47296160073657	2.33362736533063	0.732391878238305	0	0.0300251809226049	0	0.185578615269801	0	0	0	0	0	0	0.255184000003502	0.715829703780133	0	0	0	0	0.0215705415451469	3.18753884348524	0	0.704403368346417	0	0	0	0.581878177412559	0	0	0	0	0	0	3.52127853521135	0	0	3.99699580357299	1.72616033780182	0	0.202598605170961	2.11377436264196	0	0	0	0	0.0886041946879294	1.98882213913543	3.15004218175815	0	3.37658303122908	3.84011546262171	0	0	0	0.96832803971396	3.09052179629823	1.95636664078428	3.476789867702	2.36934271335048
ANKRD65	3.5599258152183	4.17216473269236	4.26720324873972	3.5065965116042	3.01416831497901	2.926654215094	2.60784788179044	2.68025015238423	1.61983549218286	3.62800860291552	2.89181052895502	2.42749868274763	3.44835295167679	4.26720324873972	4.06664255089834	1.48922456346238	0.433824151066099	1.29213110512074	5.32501175074021	1.72785134141335	3.476789867702	2.62082432545823	0.197310117761097	0	2.12157927445765	2.53359370518302	6.6101967683724	1.12729790865649	0.573596568205821	1.36237982760613	0.597692072920863	2.4933129016391	2.77136618922659	2.77938677667204	2.18372267349809	2.32656469765048	0	2.30841905536334	0	6.03317419507621	0	0.851404097939903	0.70260909002952	0	0	0	0	0	2.71352214217927	0.860675377638484	0.278087430438852	0	0	0.371503688851734	0	0	0	0	0	0	0	0	0	0.987767731208158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200555976336243	0.0376338318534837	0	0	1.43944977778277	0.0989084907638175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337506821796212	0	0	0	0	0	0	0	0	0	1.14292718776947	0	0	0	0	0.0393147687392612	4.81281488094687	0.596324312216639	0	0	0	0	0	5.02754037451804	5.30949447317073	2.5760046545597	3.51230287821773	3.66402819252738	1.32341797960312	3.90724582690885	0	3.94435168730127	5.73305973678764	2.34477320956606	5.43202595520314	0.0503963019310951	4.03892983979254	0	0	3.95113255541342	2.85767897437153	0	2.18841406993185	0	0.0258380684904631	0	0	3.09710340675815	0	0	0	0.149235017141339	0	1.21482789699993	0	0.371503688851734	0	0	1.69728571659285	0	0.643711526388779	0	4.23916047642976	1.1286025645001	2.87738594550253	0	0	1.26566878045768	0	0	0	0
GABRD	2.0706174065212	4.31365210663816	2.45130759585125	1.18664352344715	4.10283474348438	1.60542769503375	1.59338996017406	1.39639087800026	0.8012672489192	3.4989114316204	1.93356844532264	4.63559465432129	0	4.21970810409637	0	0	2.50293062798651	0	2.94404719176727	0	0.0539268010579085	1.7225666604935	0	0	0	0	0.0856333116101508	0	0	0.187151590746084	1.96412891831151	0.19134729537184	0	2.47117741222166	2.91546040616479	5.60295941782951	0.55189125712378	0	0	0	0	0	2.11748584677091	0	1.39862226771028	0	2.73068678946756	0.239398813627854	0.0611202321055618	0.747649766997295	0	0.0285680402725401	2.39616004346803	0	3.9578786370031	0	0.263292780574482	0	0	0	0	0	0	0	0	0	0	3.04827173388951	1.43769858689261	0.756964280686086	0	0.213655138704826	0	0	0	1.72000980687492	0	0	1.55090824625092	0	0	0	4.07410241388453	0.744777758600593	4.15850209674554	0	0	5.52405683542962	0	1.29166231597232	0.902447930073202	0
PLCH2	0	0.115964495929664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550073438819171	2.42396674787776	0	2.99272861287813	1.47283845343032	4.05369897889516	1.16061793971121	1.84379569171644	0	1.31017979053786	0.770566806470518	0	2.72549775801755	1.95312724637813	3.66402819252738	0.0962932846469866	2.50094604128784	1.63549790852577	0.724410904063971	2.84721509463237	0	3.29599361888781	3.09052179629823	0.203565813798857	0.0133723574161293	2.60784788179044	1.35394042770506	1.67472923271374	0.818327949085167	0.885836569646928	0	0	0.512327584965809	3.16736503624456	1.03352319588032	0.441249507626753	1.72172436691835	2.03812889964692	1.43177685062704	0.383660942773442	0.967692451339158	1.13922140507995	0	0	3.42216026260716	0	2.47117741222166	1.11335313566192	0	0	0	0	0	2.28026923699375	0	0	0	0	0	3.8338532784973	0	2.45917250615884	0	0	2.46316806899775	0	2.59083574648621	0	3.12384855303576	2.45130759585125	0	1.5137372282465	0	0	0.67423710761478
MEGF6	1.67297636809109	4.27526119912913	1.76344646102448	1.73287956320128	2.68978372682106	1.17522035574364	1.15074961813289	2.91546040616479	3.80984454091691	3.30729319000278	2.58001212962961	3.40062201867863	3.88123364744224	2.90099329256945	0	0.503185897367625	0	0	1.89293225750791	0	3.30024194813717	0	0	0	0	1.311944427062	2.42037021422598	0	0	1.36803527820701	0	0.149360008761061	0	0.307466367392138	0	0	1.55090824625092	0	2.15706572508479	0	0	0.357589440111566	0	0	1.45192345069262	0.0866388746235457	0	3.65312491044108	0	0.108166734333286	1.97139738689432	0.317521406831463	2.16036397478038	1.37018304370655	0	0	0	0	0	0	0.270767697888728	0	0	0	0	0	0	2.27548855579521	3.85182936334343	0	2.22393086951527	4.40749395383863	0	0	1.68315558925722	3.29599361888781	0.353868355406372	0	1.40534273620158	0	0	0	0	0	4.9276947559912	3.57377211780882	4.19400858752859	0	0	0	0.0323911638775666	0
TP73	0	0.00664067843504406	0	0	0	0	0	0	0.682972640616749	0	0	0	1.35801265518325	0.0410525215723601	0	0	0	0	0	0	2.85767897437153	0	0.371503688851734	0	0	0	0	0	0	0.572023948385174	0	0	0	0	0	0	3.22761200024657	0.7461338496681	0	0	1.81974646793965	2.66105818776417	2.47654377518031	0	2.36934271335048	0.118648767695755	0.485388877152886	0	0.631100663335513	0.583728451287062	1.77520464100295	0	1.35011996742325	1.70162229490327	3.44835295167679	1.32129555963062	0	0	0	1.88671499161222	4.01800586146336	1.29784146065313	0.783871353759098	0.613057259724232	2.62507265112293	4.31975210421961	0.576752926329154	3.62800860291552	5.15090948637325	3.62226536348221	0.512503884367107	4.69068364647088	0.712560669966609	0	0.799784317298376	3.96317633280102	2.64755167694392	0.651962290125773	2.50684740107112	0	0	0	0	0.391785172033592	4.23916047642976	1.95636664078428	3.23148125105894	0	0	0	1.46221071038217	0.373828465652748
AJAP1	0	0	0	0	0	5.78265181764623	1.20569457449006	0	3.25845719228954	0.673324134631846	0.401399127320081	0	0	0	4.29861584525806	0	6.03317419507621	0	5.60295941782951	6.57213109045417	0	0	0	1.88451510417318	2.44410946350821	0	0	0	0.936521963714146	0	2.93862526071048	0	4.29861584525806	0	1.32613276519145	0	0	0	0	0	0	1.01411603745103	0	0	0	0	3.65760903169406	1.93138547214797	0	3.19458483342685	0	0	2.65473118329004	0	1.25088825467377	1.91225044276582	0.581347878250269	1.77208659073305	0	1.22600804814495	0	0	0	0	1.52122729792358	1.84804329081832	0	0	0	0	5.29345931192969	0	0	0.658041040756928	1.72785134141335	0	0	0	0	0	0	0.998329359337944	0	3.90724582690885	1.27647948857354	0	6.03317419507621	1.28811819577581	1.33520016455242	2.08184236711138	1.00163120104852	2.08969370519359
CHD5	0	0	0	0	0	2.33023919269184	0	0	3.3205087735384	1.57272316874128	0	0.771923752704446	0	0	0	0	1.33351811618791	2.70307106240467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26870989877883	0	0	0	1.54880959088339	0	0.469379711973997	0	0	4.60097556479659	0	0	1.37754968738802	1.63374219063599	0	0	1.99345069806545	0	0	1.31998909292402	3.25457817224612	0	2.22078557192346	0	2.63379733763205	0	1.56358225725266	0	0	2.31828093399181	1.29932029630408	0	5.2072335493358	6.7730286032087	5.55846073498299	4.01029172930947	6.03317419507621	2.80565691617853	5.55846073498299	4.77981040791265	0.222012138916395	3.64816286893615	1.70637527131028	6.1968816020582	0	5.55846073498299	0.0525655774183231	4.98764239239558	0	2.89181052895502	2.17112598602166	3.63899017351374	2.15429864462645	1.93486348283168	5.41289499830506	3.15313560314449	5.34406531896749	5.64802008737303	5.43202595520314	0.374715191228905
