Regulator	Target	MI	pvalue
hsa-miR-517c-3p	hsa-miR-512-5p.1	0.33047076299958	0.0020532330323483894
hsa-miR-518f-5p	hsa-miR-517c-3p	0.6492312031056279	0.0
hsa-miR-520b	hsa-miR-519a-3p	0.7135441788650878	0.0
hsa-miR-517-5p	hsa-miR-519a-3p.1	0.620571224352651	4.616950280167398E-5
hsa-miR-517-5p.2	hsa-miR-519c-3p	1.0132702256356683	0.0
hsa-miR-518e-5p	hsa-miR-519c-5p	0.5670021759713462	0.0
hsa-miR-519c-3p	KCNB2	0.30791919742285945	0.0020532330323483894
hsa-miR-519e-3p	hsa-miR-518e-3p	0.4286536288277533	0.0
hsa-miR-498	hsa-miR-519a-3p	0.6245053964915527	1.5919266238562102E-8
hsa-miR-519e-3p	NWD2	0.3165682278412483	0.0020532330323483894
hsa-miR-520e	hsa-miR-518a-3p.1	0.4099566057353275	4.616950280167398E-5
hsa-miR-519e-3p	EXPH5	0.3461408645124198	4.616950280167398E-5
hsa-miR-517a-3p	hsa-miR-517b-3p	0.9807228411829036	0.0
hsa-miR-520d-3p	hsa-miR-517-5p.2	0.708637030625993	1.5919266238562102E-8
hsa-miR-518e-3p	hsa-miR-498	0.4553527587892915	0.0
hsa-miR-519a-3p.1	hsa-miR-520c-5p	0.6783593144766646	4.616950280167398E-5
hsa-miR-517c-3p	hsa-miR-518a-3p	0.4768956613359608	4.616950280167398E-5
hsa-miR-518c-5p	hsa-miR-519a-3p.1	0.5227610408063498	0.0020532330323483894
hsa-miR-518d-5p	hsa-miR-526a	1.515009784299772	0.0
hsa-miR-519a-5p	hsa-miR-518e-5p	0.5815163958420898	0.0
hsa-miR-519a-3p.1	hsa-miR-518f-5p	0.7042920113732892	4.616950280167398E-5
hsa-miR-517c-3p	hsa-miR-520c-5p	0.5873200848369857	9.089888879376673E-7
hsa-miR-518a-3p.1	hsa-miR-517c-3p	0.4682866928200196	4.616950280167398E-5
hsa-miR-518c-5p	hsa-miR-526b-3p	0.5794251600955377	4.616950280167398E-5
hsa-miR-518a-3p.1	hsa-miR-518e-3p	0.3710065582477841	9.089888879376673E-7
hsa-miR-518d-5p	hsa-miR-520b	1.0759043348809947	0.0
hsa-miR-526b-3p	hsa-miR-526a.1	1.0243489570733377	0.0
hsa-miR-517-5p.2	hsa-miR-517-5p.1	1.2750241972086218	0.0
hsa-miR-519a-3p	hsa-miR-517c-3p	0.6258307289344435	9.089888879376673E-7
hsa-miR-526a.1	hsa-miR-517-5p.2	1.03570378670582	0.0
