gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.95978954295605	0	0	1.54383051978392	0	1.49679025836367	0	0.835949451096681	0	0	0.67678957496931	0	0.325128433723287	0	0	1.53347385143704	4.15873876386442	0	2.23654198478792	1.36185203607848	0	0.904777158630482	4.10276327592588	0	0.03667951693629	0.0839010601658923	0.81077384589313	0	1.87924884785353	0	0	1.26273684266607	4.4332743184594	4.27528112834294	0	7.09083660028359	1.3070731711776	1.95312110768219	5.73298698451095	3.43416145900846	4.37075543612314	3.98291922730969	5.48867769263266	6.61034733088124	0.411738934786135	2.11625819538496	0	3.6638452887391	4.54326287936324	4.20037519976479	4.5264301483979	3.46696649456593	4.47064989128256	2.22227255490477	1.04463845998207	4.60880909302755	2.64062883317173	0	0	0	2.98990275818798	0	0	0	1.68221816952453	0	0	0	0	0	0	0	3.05137191077696	0	5.54023462571136	0	1.29458019781421	2.88605944875529	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12934245568805	2.5107762149727	1.55707092471457	0.91416512150437	2.54717902346479	0	0	1.10771509910274	0	2.86602164909708	0	1.46831006667317	1.93836587884407	3.2768160311178	3.85214248573032	0	0.633103459279298	1.28011596428896	0	0	2.86874437525977	1.23456829418511	3.42546324335033	0	2.21720882149456	0	0.674237623755879	0	0.282583621231332	4.49871034837253	1.40866991562201	1.50132689831692	4.20037519976479	0.473299178974606	2.33361316228477	0.732382218852026	0	0.0305264006436367	0	0.185859042564471	0	0	0	0	0	0	0.255123598049002	0.715841846139783	0	0	0	0	0.022081896449817	3.18749763821898	0	0.704374024170115	0	0	0	0.580852435537591	0	0	0	0	0	0	3.52128741993639	0	0	3.9970475401393	1.72693531353548	0	0.201450968780524	2.11377322211146	0	0	0	0	0.0893248753428446	1.98881781214307	3.14990593112074	0	3.37672479348672	3.84009986279257	0	0	0	0.968313145771998	3.09052018717388	1.9563676031451	3.47673394174963	2.36934471217561
ANKRD65	3.55974770678294	4.1723497293042	4.26727657627421	3.50695662073408	3.01413549914414	2.9266329194472	2.60784035172621	2.68022755004843	1.61979702501429	3.62809611439485	2.89170888455333	2.42749495638699	3.44836197836924	4.26727657627421	4.06687079749118	1.48920942201784	0.433872572792041	1.29211868476254	5.32531283517777	1.72780746650933	3.47673394174963	2.6207797514681	0.19732956332271	0	2.12157044057902	2.53355081570862	6.61034733088124	1.12726884520532	0.573597241182426	1.36236638073073	0.597704003729006	2.49336155412967	2.77135879965903	2.77928033587511	2.1837082842857	2.32654473704285	0	2.30846161370859	0	6.03346684073854	0	0.851388070424143	0.702152482715116	0	0	0	0	0	2.71341401360349	0.860658823317632	0.278373572603038	0	0	0.371728040104631	0	0	0	0	0	0	0	0	0	0.98771052790751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200934555528476	0.0379608919722457	0	0	1.4394469519281	0.0984785291515737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341619154778728	0	0	0	0	0	0	0	0	0	1.14289983126978	0	0	0	0	0.0395753891552101	4.81288564413236	0.596323523789467	0	0	0	0	0	5.02765953749733	5.30946502893177	2.57598753601873	3.51207729764575	3.6638452887391	1.32340302132513	3.90707777014767	0	3.94447136006454	5.73298698451095	2.34482706879491	5.43205543722367	0.0498890918058919	4.03937704168421	0	0	3.95113355343021	2.85769114880515	0	2.18839910752018	0	0.025718671874082	0	0	3.09720569578452	0	0	0	0.149584012074408	0	1.21479257644915	0	0.371728040104631	0	0	1.69729793691729	0	0.643915551422925	0	4.23867659604875	1.12852758662764	2.87730967074648	0	0	1.2656312164999	0	0	0	0
GABRD	2.07061069657688	4.3135534054964	2.45135169572333	1.18660500309287	4.10276327592588	1.60538587008977	1.59337308779211	1.39638088441207	0.801234357201842	3.49868483579766	1.93356617163193	4.6356734180254	0	4.22002488469085	0	0	2.50291829743571	0	2.94405182902969	0	0.0544002036722288	1.72258842267684	0	0	0	0	0.0856508129380308	0	0	0.18766039045436	1.96412808291645	0.19189823760513	0	2.47111143114321	2.91538794047739	5.60287932855153	0.551381148416657	0	0	0	0	0	2.11747715886351	0	1.39861309437873	0	2.73065404384995	0.239603582449697	0.0595534932476262	0.747631382006415	0	0.0289514651989314	2.39614865573843	0	3.95762849181215	0	0.263111262274997	0	0	0	0	0	0	0	0	0	0	3.04821131883553	1.43768718271744	0.75698140796665	0	0.213784422030623	0	0	0	1.71999899569722	0	0	1.55091597858775	0	0	0	4.07405717597783	0.744749295931953	4.15873876386442	0	0	5.52395855987701	0	1.29163448209601	0.90245923749899	0
PLCH2	0	0.116586479096715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552164724617197	2.42396290789432	0	2.99279903216124	1.47283294457584	4.05377249207665	1.16056126901442	1.84379905843235	0	1.31015208488419	0.770554571163343	0	2.72551215311455	1.95312110768219	3.6638452887391	0.0969059656243872	2.50099557146952	1.63547281920397	0.72442829506215	2.84728989470052	0	3.29616156759017	3.09052018717388	0.203611817389686	0.0134199286743425	2.60784035172621	1.35392888218621	1.6747176693103	0.818312762367114	0.886078941434149	0	0	0.51252541486996	3.16737519864663	1.03352321282234	0.44127526900113	1.72170980714109	2.03812187623755	1.43174575478193	0.383449924924526	0.967700887656657	1.13917390700597	0	0	3.42180157117548	0	2.47111143114321	1.11329324945162	0	0	0	0	0	2.28024002221518	0	0	0	0	0	3.8341427135389	0	2.45920251639856	0	0	2.46316512113301	0	2.59076319644218	0	3.12380157142637	2.45135169572333	0	1.51370378568244	0	0	0.674237623755879
MEGF6	1.67299953008446	4.27528112834294	1.76342959496057	1.73287733277614	2.68979838135388	1.17516478464032	1.15069819024111	2.91538794047739	3.80993033935525	3.30718103127187	2.57998810267241	3.40055174447842	3.88109867173386	2.90087773182407	0	0.503374347124125	0	0	1.89291955848642	0	3.3000515841046	0	0	0	0	1.31194072160579	2.4203149114834	0	0	1.36801152197469	0	0.150068830658538	0	0.307860943537392	0	0	1.55091597858775	0	2.15707593578178	0	0	0.357260577697571	0	0	1.45191160851679	0.0865455563629679	0	3.65302655759024	0	0.108709877922126	1.97139485257549	0.317510087270054	2.16033745458696	1.37016732592382	0	0	0	0	0	0	0.270332338201833	0	0	0	0	0	0	2.27546925654226	3.85214248573032	0	2.22388242909355	4.40759172991795	0	0	1.68312420753422	3.29616156759017	0.353786157464079	0	1.40534267740954	0	0	0	0	0	4.92783821190445	3.57375460703878	4.19381502857693	0	0	0	0.0320238700899332	0
TP73	0	0.00712392789771561	0	0	0	0	0	0	0.682976659967253	0	0	0	1.35800633518989	0.0411035690438709	0	0	0	0	0	0	2.85769114880515	0	0.371589889000592	0	0	0	0	0	0	0.572373326783588	0	0	0	0	0	0	3.22758886517527	0.746123596656025	0	0	1.81972145682501	2.66104361315312	2.47658684797767	0	2.36934471217561	0.118530646570108	0.485569913352467	0	0.63060457536394	0.583749841830644	1.77516918115229	0	1.35010656059368	1.70157377539923	3.44836197836924	1.32129583777963	0	0	0	1.8867071479229	4.01806974453559	1.29783464774668	0.783404007357053	0.613254094108121	2.62504550778516	4.32019285923284	0.576212122310289	3.62809611439485	5.15086698573333	3.62235433495347	0.512687154283648	4.69071096374633	0.712563206580572	0	0.799329583038171	3.96322281314325	2.64761377882798	0.651602722437261	2.50682677090529	0	0	0	0	0.392006483387268	4.23867659604875	1.9563676031451	3.23162088623881	0	0	0	1.46216535322289	0.374083776333691
AJAP1	0	0	0	0	0	5.7822976632295	1.20567213792205	0	3.25839972716038	0.67351631151965	0.401762861178382	0	0	0	4.29882676544761	0	6.03346684073854	0	5.60287932855153	6.57207364586814	0	0	0	1.88450937918621	2.44409542878133	0	0	0	0.936494486767408	0	2.93847254947131	0	4.29882676544761	0	1.32612077865314	0	0	0	0	0	0	1.01410689942615	0	0	0	0	3.65800496834507	1.93137042319349	0	3.1945740170245	0	0	2.65476556484055	0	1.25085892108299	1.91224375917646	0.581353065779565	1.77209210364748	0	1.22597482447741	0	0	0	0	1.52121926482312	1.84802103129119	0	0	0	0	5.29348984690129	0	0	0.657850485911979	1.72780746650933	0	0	0	0	0	0	0.998301334878795	0	3.90707777014767	1.27645120664949	0	6.03346684073854	1.28810948724442	1.33519109539839	2.08182255517866	1.00161633900663	2.0896862151399
CHD5	0	0	0	0	0	2.3302060417241	0	0	3.3202197732379	1.57273640733624	0	0.772134480618992	0	0	0	0	1.33348980253936	2.70301159651297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26866320198607	0	0	0	1.54876148326095	0	0.469428329629599	0	0	4.60056790421834	0	0	1.3775276609882	1.63375697756327	0	0	1.99344799981869	0	0	1.31996624639786	3.25470404858142	0	2.22074653413846	0	2.63387614288888	0	1.563531640128	0	0	2.31824355213787	1.29930689927241	0	5.20721626149206	6.7733037930967	5.55872352797081	4.01061432951182	6.03346684073854	2.80545183808421	5.55872352797081	4.77959392339023	0.221041298596309	3.64814789158407	1.70632403004589	6.19699923212432	0	5.55872352797081	0.0533063203681308	4.98797083321919	0	2.89170888455333	2.17112631190652	3.63884893108108	2.15429956987491	1.93483505315439	5.41293080292423	3.15336686411795	5.34384679445639	5.64774961171559	5.43205543722367	0.374938797703358
