gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.95948098684014	0	0	1.54313724359944	0	1.4977759527434	0	0.835375326522773	0	0	0.677686117062	0	0.32528708194883	0	0	1.53428266902932	4.15848701224913	0	2.23733998737085	1.36256948715386	0	0.905260445982571	4.10283934883416	0	0.0371323076767336	0.0839492533316408	0.811291156781164	0	1.87990719105941	0	0	1.26345707187074	4.43345213985903	4.2752599563426	0	7.09066785730813	1.30777487549038	1.95382858231747	5.73306366453679	3.43400174744376	4.37071558486091	3.98298409137483	5.48854747421628	6.61018890991097	0.412076147506197	2.11594140135609	0	3.66406102920826	4.54314283834069	4.20051644515319	4.52643620328573	3.46692690198904	4.47071997605111	2.22307486400983	1.0451929420958	4.60874857737603	2.63895407729611	0	0	0	2.99017778957307	0	0	0	1.68030745526105	0	0	0	0	0	0	0	3.05188248378728	0	5.54004196705513	0	1.2928048477195	2.88661884670706	0	0	0	0	0	0	0	0	0	0
MXRA8	2.13003711590378	2.51154108454345	1.5579367846952	0.913559925845494	2.54771463765522	0	0	1.10752424757166	0	2.86657403086945	0	1.46708674090541	1.93574923723506	3.27684066909134	3.85181314982689	0	0.633451679557816	1.28087303884569	0	0	2.869129110473	1.23519727007872	3.42535163281142	0	2.21788342967496	0	0.674610033046371	0	0.282770225718086	4.49862607847564	1.40936828516708	1.50220333898557	4.20051644515319	0.473522662732914	2.3342812937238	0.732818676913715	0	0.0300614826493696	0	0.185810276682799	0	0	0	0	0	0	0.255043356777814	0.715790181364607	0	0	0	0	0.0213924625119162	3.18764569067518	0	0.704813915857233	0	0	0	0.58222052963301	0	0	0	0	0	0	3.52136232025393	0	0	3.99703024263197	1.72525160439378	0	0.202950996716219	2.11457357357988	0	0	0	0	0.0884718140709112	1.98838647242161	3.15023054630776	0	3.37662074156548	3.84014578878377	0	0	0	0.967602988238131	3.09057360430546	1.95276331761887	3.47687470646625	2.36830448244874
ANKRD65	3.56001148686698	4.17215297411591	4.2671986697856	3.50671610389854	3.01446973185802	2.92696313623573	2.60852714772151	2.67847385458237	1.62051107537474	3.62807049312158	2.89229657638109	2.42817176817995	3.44845359773739	4.2671986697856	4.06664696031507	1.49007291011803	0.43408895036369	1.2928048477195	5.32499509070829	1.72858672160433	3.47687470646625	2.62125974942525	0.197673840306122	0	2.12228846517589	2.53430551986929	6.61018890991097	1.12786048649061	0.573916856831617	1.36311265006623	0.598040474588692	2.49382686277208	2.77203547055117	2.77984016397829	2.18448009702138	2.32735196687079	0	2.30909369686512	0	6.03315860863021	0	0.850692998911648	0.702522362835429	0	0	0	0	0	2.714138888854	0.860059165110969	0.278297655577555	0	0	0.371913024996499	0	0	0	0	0	0	0	0	0	0.988314625412054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200386402167307	0.0374893774368976	0	0	1.44017184049084	0.0986751816409113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340283481093511	0	0	0	0	0	0	0	0	0	1.1435889110315	0	0	0	0	0.039546303111409	4.81281078132029	0.596646224061282	0	0	0	0	0	5.02753361335499	5.30949610415104	2.57255596177335	3.51238323792009	3.66406102920826	1.32360037332629	3.90730853158668	0	3.94436126520131	5.73306366453679	2.3456184495407	5.43202433550074	0.0505666101516878	4.03890116992807	0	0	3.95117538390142	2.85546232531649	0	2.18914098455669	0	0.0256413156567008	0	0	3.09724888757014	0	0	0	0.148951635065043	0	1.21503223672289	0	0.371154267785656	0	0	1.69639519967191	0	0.643354540513237	0	4.23919084985675	1.12786048649061	2.87794987759827	0	0	1.26498211745477	0	0	0	0
GABRD	2.07147126894101	4.31365822029003	2.45205709497774	1.18682017969538	4.10283934883416	1.60614697182859	1.59420187572252	1.39596740784055	0.801702221318809	3.49903742966244	1.93443009057801	4.63558999860097	0	4.21968815972217	0	0	2.50363816778088	0	2.94464277530474	0	0.0543153574874246	1.72342303548667	0	0	0	0	0.0859077034241092	0	0	0.187586166848311	1.96485549539753	0.191839804029311	0	2.47179719111093	2.91592857259678	5.60296377173533	0.551334731442547	0	0	0	0	0	2.11831706362664	0	1.3964424456789	0	2.73126241918951	0.239130612098933	0.060967346097665	0.74718404234336	0	0.0283253172764644	2.39337499882981	0	3.95789907529621	0	0.262876861882623	0	0	0	0	0	0	0	0	0	0	3.0486746001235	1.4365888736822	0.757161426424253	0	0.213424113634867	0	0	0	1.71819305525168	0	0	1.54961015844302	0	0	0	4.07414042197864	0.744299372563842	4.15848701224913	0	0	5.52406220285107	0	1.28982816814113	0.901793850340105	0
PLCH2	0	0.115807128944967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552028220939807	2.42462178034794	0	2.99314385810814	1.47358749376314	4.05370331012189	1.16128195007649	1.84461987017829	0	1.31089921645395	0.771042539680464	0	2.72613644884135	1.95382858231747	3.66406102920826	0.0967771359477174	2.50169294296534	1.63620255454356	0.724795941440812	2.83972230615353	0	3.29603015119722	3.09057360430546	0.203926111983731	0.0131814040147087	2.60852714772151	1.35408939492328	1.67122327254275	0.817534750541398	0.885765411465199	0	0	0.512175942091208	3.16747974043151	1.03250062738955	0.440922333896788	1.72247337728946	2.03305805256258	1.43258071085251	0.383187801876533	0.968172990521356	1.13987320350089	0	0	3.42225271955567	0	2.47179719111093	1.11216380680837	0	0	0	0	0	2.2793050949356	0	0	0	0	0	3.83383557030458	0	2.45596397091904	0	0	2.46205341807645	0	2.58909178161025	0	3.12397806560879	2.45205709497774	0	1.51252999943439	0	0	0.673836535794326
MEGF6	1.67301366954482	4.2752599563426	1.76410665816722	1.73277903936347	2.69047112812729	1.1758285335069	1.15134955635559	2.91592857259678	3.80986554845821	3.30742731633678	2.58067136350078	3.40074586845362	3.88124871392366	2.90133931341311	0	0.503654593361513	0	0	1.8936645271352	0	3.30037273922286	0	0	0	0	1.3126795101616	2.4210372105415	0	0	1.36876624608938	0	0.149836813047978	0	0.30796951081937	0	0	1.54811819535051	0	2.15779289566172	0	0	0.357103384019323	0	0	1.4494556951729	0.0862518350526292	0	3.65318861694105	0	0.108028705049342	1.97247301490299	0.317093309169179	2.15779289566172	1.37097439124008	0	0	0	0	0	0	0.270208055804767	0	0	0	0	0	0	2.27633574893421	3.85181314982689	0	2.22165215763672	4.40748798464164	0	0	1.6812935051601	3.29603015119722	0.353577475874402	0	1.40451111413451	0	0	0	0	0	4.92768653654526	3.57387244838523	4.19402083819637	0	0	0	0.0322055942877983	0
TP73	0	0.00656035154702659	0	0	0	0	0	0	0.683339449753122	0	0	0	1.35642263611444	0.0410924971182878	0	0	0	0	0	0	2.85809727302891	0	0.371764806668174	0	0	0	0	0	0	0.572683172630407	0	0	0	0	0	0	3.2237780117514	0.746546800487369	0	0	1.82042361508844	2.661633699136	2.47725281713872	0	2.366306127183	0.118224674944205	0.485214325411015	0	0.630910713043357	0.583371239898475	1.77585085448494	0	1.34922273748046	1.70262785385555	3.44845359773739	1.32194143522365	0	0	0	1.8875459158683	4.0180528382284	1.29855433774089	0.783353402047865	0.613583049400158	2.62564817919387	4.31972483436995	0.576533526698133	3.62807049312158	5.15091187161653	3.62236838753824	0.512175942091208	4.69068204195606	0.712963064637751	0	0.799279949561293	3.96317645114441	2.6482945128249	0.651591111513195	2.50363816778088	0	0	0	0	0.391516955855617	4.23919084985675	1.95481514707727	3.23153115472925	0	0	0	1.46155570853929	0.373663697524305
AJAP1	0	0	0	0	0	5.78267089188954	1.20633860977324	0	3.25861860161831	0.673455988010292	0.401372029727393	0	0	0	4.29860274417467	0	6.03315860863021	0	5.60296377173533	6.57213409181758	0	0	0	1.88530906485185	2.44470815020194	0	0	0	0.937005396723747	0	2.9390963996961	0	4.29860274417467	0	1.32683441954626	0	0	0	0	0	0	1.01372541247294	0	0	0	0	3.65760315969708	1.9320633016894	0	3.1947644408441	0	0	2.65066319678417	0	1.24920686353757	1.91304732459654	0.58078963513698	1.77266712001589	0	1.22665227339215	0	0	0	0	1.52050251415054	1.8489057216707	0	0	0	0	5.29345761849112	0	0	0.657836448306114	1.72600245965423	0	0	0	0	0	0	0.997623016501093	0	3.90730853158668	1.27539450974536	0	6.03315860863021	1.28721944118009	1.33372430857589	2.07823971598032	1.00100837666239	2.08926454109861
CHD5	0	0	0	0	0	2.3308122947409	0	0	3.32078726346564	1.57351507180716	0	0.771665013115556	0	0	0	0	1.33423476534939	2.70362978009549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26966448113818	0	0	0	1.5461577376695	0	0.469633079001444	0	0	4.60099978024157	0	0	1.37550243843688	1.63134987611338	0	0	1.99423465890484	0	0	1.31825324673513	3.25134164409151	0	2.21381628920745	0	2.63002989478973	0	1.56439507367472	0	0	2.31893262999729	1.29855433774089	0	5.20723451494912	6.77301430269184	5.55844641373756	4.01031075853573	6.03315860863021	2.80597081671165	5.55844641373756	4.77982299540261	0.222363420028145	3.64824938647498	1.70447541181595	6.19687537972115	0	5.55844641373756	0.0524122744272766	4.98762368749971	0	2.89229657638109	2.1679823757256	3.63916691514151	2.15373489530261	1.93313891925356	5.41289302893441	3.15319871679929	5.34407739411487	5.64803475626187	5.43202433550074	0.374529506231067
