gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.9601541837636	0	0	1.54405678690299	0	1.49714594065335	0	0.836028589206313	0	0	0.677377433004694	0	0.325008423992507	0	0	1.53379436729528	4.15917054145527	0	2.23728398026311	1.36210953559075	0	0.904846322977043	4.10389164069545	0	0.0369673857447521	0.0836677529394415	0.810894781378695	0	1.87979821143628	0	0	1.26298117168238	4.43433091193773	4.27630481340731	0	7.09075992924826	1.30733141373809	1.95155407110609	5.73339566901682	3.43492967093524	4.37160237789852	3.9839117541219	5.48940657418705	6.61073750404569	0.411974015220774	2.11669073637975	0	3.6653869761388	4.54387712646791	4.20156966639915	4.52750772850116	3.46806349974538	4.47193681113776	2.22269806869086	1.0447886888891	4.60953569577288	2.64158668654259	0	0	0	2.98497007831078	0	0	0	1.68182995168902	0	0	0	0	0	0	0	3.05230979598608	0	5.54069774711047	0	1.29376973898626	2.88664408737596	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12997353002685	2.51177300336855	1.55738174670407	0.914261931560241	2.54784649711964	0	0	1.10796023841631	0	2.86682763354177	0	1.46860105225745	1.93888160946003	3.27791131205654	3.85295001624351	0	0.633163923104583	1.28038553777549	0	0	2.86951831878825	1.23480377663643	3.42597571885013	0	2.21793537434279	0	0.67429843330192	0	0.282501546950803	4.49917871762498	1.40888484867667	1.50158995108029	4.20156966639915	0.473246817783154	2.33445766967843	0.732450620035954	0	0.0298260606420497	0	0.185553625563668	0	0	0	0	0	0	0.255021094385189	0.715901900034197	0	0	0	0	0.0216067450372266	3.18880344479524	0	0.704435585952635	0	0	0	0.581752813258576	0	0	0	0	0	0	3.51317404718092	0	0	3.9839117541219	1.72572843496625	0	0.202709820655175	2.11311024026209	0	0	0	0	0.0887730482216144	1.98807665870207	3.15100186814447	0	3.37762066350439	3.8300758069605	0	0	0	0.968118326657707	3.08494171309257	1.95450327832474	3.47795285930014	2.36630369911968
ANKRD65	3.56095007863142	4.1731426406355	4.26789248042156	3.50760154839881	3.01516780441347	2.92773026505865	2.6085834750223	2.68102600158014	1.62012838932195	3.62951488660745	2.8928743147638	2.42831273631298	3.44938021359637	4.26789248042156	4.06735486107894	1.4895424713314	0.433818981548733	1.29235812756854	5.32643251338991	1.72826365291941	3.47795285930014	2.62171061257434	0.197390770738905	0	2.12204942739193	2.53443513496359	6.61073750404569	1.1274956119515	0.573638601458022	1.36261636957656	0.597741671215451	2.49406834467475	2.77219171198839	2.78000712406097	2.18437062834637	2.3272346746549	0	2.30546440456001	0	6.03414476720524	0	0.850848975511761	0.702636397548016	0	0	0	0	0	2.70891911740554	0.860283195714904	0.278187421635946	0	0	0.371628940571797	0	0	0	0	0	0	0	0	0	0.987884384234751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.20075831601889	0.03777041637382	0	0	1.43968947327896	0.0988814516424992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338779025641506	0	0	0	0	0	0	0	0	0	1.14311776537663	0	0	0	0	0.0393580247460094	4.81442333617412	0.595992131399065	0	0	0	0	0	5.02922655757654	5.31049705497403	2.57700216240229	3.50373938380781	3.6653869761388	1.32251144740629	3.90800420207752	0	3.94557919495926	5.73339566901682	2.34532293159792	5.43382284592504	0.0503602353446292	4.04016739096419	0	0	3.94557919495926	2.85849977572292	0	2.18906766976949	0	0.0257259777838153	0	0	3.0911406944828	0	0	0	0.148957814999978	0	1.21407889950784	0	0.371340028781545	0	0	1.6977328332418	0	0.643553060865755	0	4.24000158985795	1.12790944187204	2.87831048276724	0	0	1.26584700074105	0	0	0	0
GABRD	2.07124272828614	4.31460217618877	2.45199948143295	1.18686148515031	4.10389164069545	1.60576557387747	1.5937053587163	1.39664056766774	0.801308380971053	3.49983021603268	1.93399751689359	4.63651819611321	0	4.22047491493371	0	0	2.50351724532607	0	2.9450672509599	0	0.0540784964223113	1.72296389709211	0	0	0	0	0.0857896419596752	0	0	0.187352315005804	1.96457816322617	0.191558120764929	0	2.47213364825251	2.91647161811428	5.60396017608761	0.551896889867082	0	0	0	0	0	2.11804945528783	0	1.39888992936953	0	2.72651835144387	0.239398460546499	0.0609718610748716	0.747296362881298	0	0.0285303871306149	2.39671121452933	0	3.9583691665132	0	0.263300476823375	0	0	0	0	0	0	0	0	0	0	3.04238330570356	1.43737466272084	0.756617350152622	0	0.213407224892277	0	0	0	1.71870796087265	0	0	1.55126085407709	0	0	0	4.07488090475868	0.744367684919884	4.15917054145527	0	0	5.5257239727746	0	1.29087768968075	0.902310218558107	0
PLCH2	0	0.116174895086892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550614651234492	2.42475648332308	0	2.99360001293996	1.47311021005228	4.05430738975082	1.16077441759794	1.84427389155137	0	1.31040416228461	0.77065806024301	0	2.72651835144387	1.95344069979631	3.6653869761388	0.0964901054562151	2.50168679377521	1.63579723558947	0.724476385200129	2.84828037492523	0	3.29720980848975	3.0911406944828	0.203664365851863	0.0132194331146314	2.6085834750223	1.35420445610879	1.67503983302218	0.818426594212054	0.885721567034874	0	0	0.512188473001816	3.16878223071378	1.03367187139832	0.441233245095075	1.7221393721306	2.03868920242182	1.43206111601407	0.383658073081492	0.967821924427317	1.13944378212069	0	0	3.41401879096518	0	2.47213364825251	1.11267363551357	0	0	0	0	0	2.27749997603999	0	0	0	0	0	3.83504706268195	0	2.46008816793793	0	0	2.4640482730842	0	2.5867300724315	0	3.12156135480212	2.45199948143295	0	1.51262373213844	0	0	0.673923618744629
MEGF6	1.67336301219374	4.27630481340731	1.76384774428417	1.73324469774494	2.69073298642008	1.17537717202059	1.15090973956247	2.91647161811428	3.81074890673662	3.30823929501903	2.58056884386625	3.40173941862989	3.88188864786417	2.9020243538764	0	0.503351464882916	0	0	1.89336017118465	0	3.30124682271215	0	0	0	0	1.31219690578374	2.42080812182265	0	0	1.36827062484125	0	0.149585408413113	0	0.307720033727028	0	0	1.55126085407709	0	2.15750294219021	0	0	0.357286129428574	0	0	1.45225606879328	0.0865767303251409	0	3.65437632367203	0	0.108014168909637	1.97199194864267	0.317499809035535	2.16104922346918	1.37046468581367	0	0	0	0	0	0	0.270763629156759	0	0	0	0	0	0	2.27276055303665	3.85295001624351	0	2.22122403472521	4.40824496295295	0	0	1.68182995168902	3.29379756083966	0.354005933393952	0	1.40560843357123	0	0	0	0	0	4.92974667758693	3.56989350517895	4.19486345800389	0	0	0	0.0323547913339817	0
TP73	0	0.00672129896366852	0	0	0	0	0	0	0.683020027746873	0	0	0	1.35823545086929	0.0409915025614033	0	0	0	0	0	0	2.85849977572292	0	0.371493639778595	0	0	0	0	0	0	0.572407086125515	0	0	0	0	0	0	3.22845198473131	0.74578008152292	0	0	1.82019813273942	2.65756546975094	2.47732720740494	0	2.37008399800587	0.118608501412847	0.485220024079243	0	0.630800234618882	0.583412308040449	1.77558512558072	0	1.35038332271443	1.70204742905604	3.44938021359637	1.32152113083601	0	0	0	1.8849822012738	4.01864684548674	1.29706833812384	0.78373673194505	0.613283220412005	2.62171061257434	4.32078537881468	0.576594521367254	3.61805315778334	5.15180896032417	3.61245133405032	0.512354213951658	4.69177906366243	0.71263197632961	0	0.799426959529203	3.9639011069734	2.64850919001362	0.651827281999191	2.50770788791266	0	0	0	0	0.391661446490403	4.24000158985795	1.95574677323642	3.23251521829354	0	0	0	1.46249619301495	0.373678280707568
AJAP1	0	0	0	0	0	5.78405418134098	1.20589708818432	0	3.2593300550977	0.673537939902582	0.401694052960118	0	0	0	4.29933019423036	0	6.03414476720524	0	5.60396017608761	6.57375145575574	0	0	0	1.8849822012738	2.44470622310932	0	0	0	0.936592036156963	0	2.93977838555569	0	4.29933019423036	0	1.32639406391807	0	0	0	0	0	0	1.01365433270452	0	0	0	0	3.64921456061734	1.93183537341322	0	3.196359590479	0	0	2.65549342193359	0	1.25109118274542	1.91274101479544	0.581385342549323	1.77253514549408	0	1.22529242868766	0	0	0	0	1.5201234904116	1.84649940481304	0	0	0	0	5.26651621284946	0	0	0.657681717428313	1.72656717239318	0	0	0	0	0	0	0.998469850764053	0	3.89612605913203	1.27674244992434	0	6.03414476720524	1.28838913144758	1.33427344539525	2.07932136323018	1.0013649656131	2.08754779544121
CHD5	0	0	0	0	0	2.33082292744994	0	0	3.32174430286027	1.5729763523833	0	0.772191623425287	0	0	0	0	1.33377407526816	2.7040476028513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26935675655263	0	0	0	1.54910649840299	0	0.469369069373676	0	0	4.59064929762835	0	0	1.37778372150832	1.6341594084969	0	0	1.99134894617655	0	0	1.32026271935955	3.25534286952889	0	2.22122403472521	0	2.63455865420412	0	1.56404203920194	0	0	2.31566085097111	1.29955947107654	0	5.17989753811477	6.77303161285982	5.56022089646144	3.99782091475574	6.03414476720524	2.80105935688559	5.5257239727746	4.78062377466563	0.222129830962541	3.64921456061734	1.70489242150777	6.19748336954155	0	5.5257239727746	0.0527173311565564	4.98969812371539	0	2.8928743147638	2.17158995193415	3.62951488660745	2.15478107623878	1.93399751689359	5.41394907507977	3.15436519718773	5.34574112686548	5.62491881979799	5.43382284592504	0.374570652233642
