Regulator	Target	MI	pvalue
hsa-miR-1264	MMD2	0.32959108301732876	3.129258645599986E-4
hsa-miR-1912	RBM24	0.34517886330453923	0.005859900060389167
hsa-miR-1264	NNAT	0.3727497049109778	0.0
hsa-miR-1264	GPR12	0.3257526385514011	0.0
hsa-miR-1912	FIBCD1	0.36026377304634216	3.129258645599986E-4
hsa-miR-1264	SLC10A4	0.3281469102707455	3.129258645599986E-4
hsa-miR-1264	GPR26	0.3462813047240453	0.0
hsa-miR-1264	DIRAS3	0.342628262410908	4.990439979035699E-7
hsa-miR-1912	EFCAB5	0.33906899025227566	3.129258645599986E-4
hsa-miR-1264	KCNA1	0.3444906043535156	0.0
hsa-miR-1264	GLRA2	0.35542547920847567	8.942671203548969E-8
hsa-miR-1264	DYNC1I1	0.3348225521886815	6.265832297458473E-11
hsa-miR-1912	APBA1	0.3473081748111108	0.023378058737159924
hsa-miR-1264	AP006333.1	0.3078731887443034	0.005859900060389167
hsa-miR-1912	RFLNA	0.36399606555002606	4.990439979035699E-7
hsa-miR-1264	LMX1A	0.3558157918670016	1.9828583219805296E-13
hsa-miR-1912	GRM8	0.3502817692853262	0.0
hsa-miR-1264	SH3GL3	0.3645393415300443	0.0
hsa-miR-1912	HTR2C	0.5614122557653378	0.0
hsa-miR-1264	B3GAT1	0.3534353045708001	0.0
hsa-miR-1264	EN2	0.3179211188894339	0.005859900060389167
hsa-miR-1264	NCAM2	0.3192583357077951	6.701952071086481E-5
hsa-miR-1912	SH3GL3	0.37100115693686697	3.129258645599986E-4
hsa-miR-1264	RALYL	0.36441747565271765	9.319434113308489E-12
hsa-miR-1912	NWD2	0.34508856330461224	2.6710152511988383E-6
hsa-miR-1264	ANKRD30BL	0.34858530574641206	2.6710152511988383E-6
hsa-miR-1264	PDE4B	0.34613651069030843	6.265832297458473E-11
hsa-miR-1264	SLC6A7	0.3482964414375831	0.0
hsa-miR-1912	GLRA3	0.31761779918798194	0.023378058737159924
hsa-miR-1264	MAB21L1	0.32293544862607165	1.3687033507681079E-5
hsa-miR-1264	TMC2	0.329220399963241	0.0013900635784238613
hsa-miR-1264	JAKMIP3	0.3254990516801311	6.701952071086481E-5
hsa-miR-1264	PNMA8B	0.3512522823254983	6.265832297458473E-11
hsa-miR-1264	LONRF2	0.37080336402710085	0.0
hsa-miR-1912	SYT16	0.3489898472370512	0.005859900060389167
hsa-miR-1264	ANKS1B	0.3690229157422025	6.265832297458473E-11
hsa-miR-1264	NEXMIF	0.32640920045123323	4.0688252767040467E-10
hsa-miR-1912	NPAS2	0.34487814536285244	6.701952071086481E-5
hsa-miR-1264	RASGRP2	0.3650400073317067	0.0
hsa-miR-1264	DPYSL4	0.3532910348189688	0.005859900060389167
hsa-miR-1912	KIAA0319	0.3424447120539344	6.701952071086481E-5
hsa-miR-1912	FGF13	0.3382089492143689	4.0688252767040467E-10
hsa-miR-1264	LGI1	0.3489815462068001	2.6710152511988383E-6
hsa-miR-1264	APBA1	0.3459005202163575	0.0013900635784238613
hsa-miR-1264	DNM3	0.3312825380142916	4.990439979035699E-7
hsa-miR-1912	UNC5D	0.3723950527440465	4.990439979035699E-7
hsa-miR-1264	EFCAB5	0.3438083770985868	8.942671203548969E-8
hsa-miR-1912	RND1	0.3872790473847744	2.6710152511988383E-6
hsa-miR-1264	RASAL1	0.3972495746316973	8.942671203548969E-8
hsa-miR-1912	PTPN5	0.3497457317752658	0.023378058737159924
hsa-miR-1264	NID2	0.3375656375137214	0.0
hsa-miR-1912	KCNK2	0.35366206907975684	2.6710152511988383E-6
hsa-miR-1264	DTX1	0.3257202738745626	0.023378058737159924
hsa-miR-1264	TMEM132E	0.3413202692689768	2.549955802066961E-9
hsa-miR-1264	TMEM132B	0.33383571334643475	0.0
hsa-miR-1912	FHDC1	0.31249684062745114	0.023378058737159924
hsa-miR-1264	ZBTB18	0.34302272942720485	1.3880008253863707E-12
hsa-miR-1264	FAM110C	0.3583052489133344	0.005859900060389167
hsa-miR-1912	NNAT	0.3751607555893742	3.129258645599986E-4
hsa-miR-1264	WNT7A	0.33724346021185414	4.0688252767040467E-10
hsa-miR-1264	DISP3	0.3129170254106644	0.005859900060389167
hsa-miR-1912	CDYL2	0.33778882496543916	3.129258645599986E-4
hsa-miR-1264	KCNH7	0.32373796615403594	0.005859900060389167
hsa-miR-1264	RNF144A	0.3618853140880728	2.549955802066961E-9
hsa-miR-1264	SNCAIP	0.33240071369043445	9.319434113308489E-12
hsa-miR-1264	SH3BP5	0.3512554411219704	1.5394713726024634E-8
hsa-miR-1264	CLEC2L	0.3667491264282766	0.0
hsa-miR-1912	CTTNBP2	0.34390398204827866	0.0013900635784238613
hsa-miR-1264	RGS7BP	0.3409187118233953	0.0
hsa-miR-1264	PPP1R1A	0.36102356915146244	0.0
hsa-miR-1264	KCNJ11	0.3316623395062288	1.3687033507681079E-5
hsa-miR-1264	SYT16	0.3691636834990897	0.0
hsa-miR-1264	SYT13	0.32938151094221546	2.6710152511988383E-6
hsa-miR-1264	HTR2C	0.6180755873820801	0.0
hsa-miR-1264	MPP3	0.34556092929095333	6.265832297458473E-11
hsa-miR-1264	LINGO2	0.3454353051732229	0.0
hsa-miR-1264	KCNK2	0.3514272864119439	0.0
hsa-miR-1264	MAPT	0.3905641598913117	0.0
hsa-miR-1264	CFAP100	0.38833127049954413	0.0
hsa-miR-1264	NPAS2	0.3496801056699259	0.0
hsa-miR-1264	ZBTB38	0.34496334164103415	0.0013900635784238613
hsa-miR-1264	PTPN5	0.3790981498936412	0.0
hsa-miR-1264	CBLN4	0.335096197360012	1.3880008253863707E-12
hsa-miR-1912	ATP13A5	0.3520717368726311	2.6710152511988383E-6
hsa-miR-1264	UNC5D	0.3936023508611938	0.0
hsa-miR-1264	GDF7	0.348776008469412	0.0
hsa-miR-1264	TMEM266	0.3233216618317074	4.990439979035699E-7
hsa-miR-1264	GSG1L	0.32060405870945824	6.701952071086481E-5
hsa-miR-1264	STAT5A	0.33669525482802454	2.6710152511988383E-6
hsa-miR-1912	RASAL1	0.3200661369805125	6.701952071086481E-5
hsa-miR-1264	FGF13	0.3593546636653186	0.0
hsa-miR-1912	SLC8A3	0.3476423975108923	0.023378058737159924
hsa-miR-1264	FER1L5	0.3559559946729879	0.0
hsa-miR-1912	ANKS1B	0.32440683158773975	8.942671203548969E-8
hsa-miR-1264	EOMES	0.35415609988024643	2.549955802066961E-9
hsa-miR-1264	ZNF679	0.32920634059869647	0.005859900060389167
hsa-miR-1264	RFLNA	0.332878959816614	6.265832297458473E-11
hsa-miR-1264	MYT1L	0.3251649136429013	0.005859900060389167
hsa-miR-1264	CDH1	0.35364405561776024	8.942671203548969E-8
hsa-miR-1912	DIRAS3	0.3337143096781852	4.0688252767040467E-10
hsa-miR-1912	RALYL	0.34519999567709325	6.701952071086481E-5
hsa-miR-1264	PYGM	0.32963663683244776	3.129258645599986E-4
hsa-miR-1912	LONRF2	0.360406124732254	1.3880008253863707E-12
hsa-miR-1264	RBM24	0.3747165482947499	0.0
hsa-miR-1912	KCNA1	0.36665143997862637	6.701952071086481E-5
hsa-miR-1912	MAB21L1	0.32185675628404525	8.942671203548969E-8
hsa-miR-1264	SLC24A4	0.3559311977755226	2.549955802066961E-9
hsa-miR-1264	RPGRIP1	0.36556379118594956	0.0
hsa-miR-1912	TMC2	0.3517672408881485	3.129258645599986E-4
hsa-miR-1912	PPP1R1A	0.3978416864666971	0.005859900060389167
hsa-miR-1912	RNF144A	0.36864123600939663	0.0013900635784238613
hsa-miR-1264	CPNE4	0.32731193750273	4.990439979035699E-7
hsa-miR-1912	CFAP100	0.35332141604423895	3.129258645599986E-4
hsa-miR-1912	EFNB1	0.3335108885406168	0.005859900060389167
hsa-miR-1264	NWD2	0.3420918608053722	1.5394713726024634E-8
hsa-miR-1912	GPR12	0.3414776030174233	1.3687033507681079E-5
hsa-miR-1912	TMEM132B	0.3675138907822749	9.319434113308489E-12
hsa-miR-1264	NEUROD2	0.321448622479154	0.005859900060389167
hsa-miR-1264	PDE1B	0.3581047367417176	0.0
hsa-miR-1912	RPH3A	0.3511980559238504	4.990439979035699E-7
hsa-miR-1264	GRM8	0.35042351096466584	0.0
hsa-miR-1912	DTX1	0.3342355579245326	0.0013900635784238613
hsa-miR-1264	CHD5	0.3496849085693757	4.0688252767040467E-10
hsa-miR-1264	RND1	0.360658223431122	0.0
hsa-miR-1912	DYNC1I1	0.3422533123045275	0.023378058737159924
hsa-miR-1264	GNAL	0.33447241472080186	0.0
hsa-miR-1264	KIAA0319	0.3422213280503047	2.549955802066961E-9
hsa-miR-1912	SYCP1	0.31692363312320937	0.0013900635784238613
hsa-miR-1264	RPH3A	0.3512053225285022	0.0
hsa-miR-1912	CLEC2L	0.36681131166202385	0.0
hsa-miR-1264	VASH2	0.3617660052552456	0.0
hsa-miR-1264	SYNJ2	0.3263168436121983	1.9828583219805296E-13
hsa-miR-1912	SNCAIP	0.3586778744642181	0.023378058737159924
hsa-miR-1264	HCRTR1	0.3303919055152598	0.0013900635784238613
hsa-miR-1912	CFTR	0.3454980182287023	4.990439979035699E-7
hsa-miR-1264	DCAF12L2	0.348498138601363	6.265832297458473E-11
hsa-miR-1912	LINGO2	0.331426304501753	2.6710152511988383E-6
hsa-miR-1264	SLCO5A1	0.3406554518211489	0.005859900060389167
hsa-miR-1264	ATP13A5	0.3203892568128754	1.5394713726024634E-8
hsa-miR-1912	SYNJ2	0.3468729626867402	0.0013900635784238613
hsa-miR-1264	CELF5	0.3205829299930146	0.023378058737159924
hsa-miR-1912	ZBTB38	0.3591693168901787	0.023378058737159924
hsa-miR-1264	TF	0.3032401091079836	6.701952071086481E-5
hsa-miR-1912	PDE1B	0.39089513331307907	1.5394713726024634E-8
hsa-miR-1912	GDF7	0.35114255591326565	3.129258645599986E-4
hsa-miR-1912	MAPT	0.36633913982862143	3.129258645599986E-4
hsa-miR-1264	ITGA2B	0.3483897874221418	1.5394713726024634E-8
hsa-miR-1264	ZFR2	0.34285401009968275	0.005859900060389167
hsa-miR-1264	FBXO2	0.3593246994034552	4.990439979035699E-7
