Regulator	Target	MI	pvalue
hsa-miR-888-5p	SLC35G1	0.3258450211302137	0.025844846660657006
hsa-miR-888-5p	DCBLD2	0.3514741302807312	0.0
hsa-miR-892a	GDF7	0.37311603941630117	2.6480741655010576E-7
hsa-miR-892a	PLAAT1	0.3321252161378048	5.290212712338871E-13
hsa-miR-892a	MAPT	0.38144049465011376	1.1009882617873945E-4
hsa-miR-888-5p	TMEM266	0.3232641237187638	7.27635461454379E-4
hsa-miR-890	DYNC1I1	0.32896159722445956	3.93591825798012E-10
hsa-miR-888-5p	CHD5	0.3303746872673428	7.27635461454379E-4
hsa-miR-888-5p	DCX	0.33762349578203327	2.6480741655010576E-7
hsa-miR-892b	RASAL1	0.3153843461846371	0.025844846660657006
hsa-miR-892a	DTX1	0.34871051661022	1.1009882617873945E-4
hsa-miR-892b	RASGRP2	0.36401168158099584	0.0
hsa-miR-888-5p	CDH1	0.35320789555228155	0.0
hsa-miR-888-5p	KIAA0319	0.31123189226675757	2.6480741655010576E-7
hsa-miR-888-5p	WNT7A	0.3655391421560778	0.0
hsa-miR-892a	EXPH5	0.3725554377462387	0.0
hsa-miR-892a	RBM24	0.3051627992474488	0.004495665183045228
hsa-miR-891b	STAT5A	0.36283911508577416	0.025844846660657006
hsa-miR-892a	KLHL13	0.35085007267116447	0.025844846660657006
hsa-miR-892b	ZNF99	0.35946438788461865	0.025844846660657006
hsa-miR-888-5p	DCAF12L2	0.3453300685566656	0.0
hsa-miR-892a	DLL1	0.3191755607294018	2.0930419764031427E-6
hsa-miR-888-5p	CHL1	0.30778157003367107	2.6480741655010576E-7
hsa-miR-892a	PNMA8B	0.32571217651068163	3.1764553209967517E-8
hsa-miR-888-5p	ST18	0.3809576777901918	0.0
hsa-miR-892b	EN2	0.40075577134222373	0.0
hsa-miR-892b	LINGO2	0.33161323129242126	0.025844846660657006
hsa-miR-892a	SHB	0.3085187199653501	7.27635461454379E-4
hsa-miR-892a	ST18	0.3299371184907861	4.0734637885009306E-11
hsa-miR-888-5p	EBF1	0.36597820227712485	0.0
hsa-miR-888-5p	GOLGA8B	0.357625454584369	0.0
hsa-miR-892b	PPP1R3A	0.3336383698900581	2.0930419764031427E-6
hsa-miR-892b	ZBTB18	0.35854611908837414	2.6480741655010576E-7
hsa-miR-892a	CHN2	0.340368346524651	3.93591825798012E-10
hsa-miR-892b	KCNH7	0.350886016913249	5.290212712338871E-13
hsa-miR-892b	UNC5D	0.3302103152563609	2.6480741655010576E-7
hsa-miR-892b	PYGM	0.3769616564497762	2.0930419764031427E-6
hsa-miR-888-5p	FER1L5	0.3688198390036178	0.0
hsa-miR-888-5p	FAM110C	0.32876444998080046	0.025844846660657006
hsa-miR-892b	SLC16A7	0.3811762506020971	0.0
hsa-miR-891b	CHN2	0.3477036435049477	0.025844846660657006
hsa-miR-888-5p	RNF144A	0.35561704200245925	0.0
hsa-miR-888-5p	VASH2	0.3332749698544202	2.0930419764031427E-6
hsa-miR-892a	USH1G	0.32801634871887186	3.622208644138425E-9
hsa-miR-892a	LRRC38	0.32249647997603514	4.232170169871097E-12
hsa-miR-888-5p	TAFA2	0.3351581924790448	3.1764553209967517E-8
hsa-miR-892b	PLK5	0.33353120596363306	4.0734637885009306E-11
hsa-miR-891b	FER1L5	0.3326155002364302	0.004495665183045228
hsa-miR-892b	SNCAIP	0.33257367588068054	1.563883265442989E-5
hsa-miR-888-5p	TENM1	0.3258103311269114	5.290212712338871E-13
hsa-miR-891b	ST18	0.3355699504525663	7.27635461454379E-4
hsa-miR-888-5p	MAPT	0.35230856574596686	0.0
hsa-miR-890	PYGM	0.37188409747269996	4.232170169871097E-12
hsa-miR-892b	KCNA1	0.33678330746514	0.025844846660657006
hsa-miR-891b	CHGB	0.332484994389571	2.6480741655010576E-7
hsa-miR-888-5p	CMC1	0.345576545330424	0.0
hsa-miR-888-5p	TMEM63C	0.345598093925986	0.025844846660657006
hsa-miR-892a	EBF1	0.31877938398099476	0.025844846660657006
hsa-miR-892b	WNT7A	0.39988672199375996	2.6480741655010576E-7
hsa-miR-888-5p	GDF7	0.40841849074706904	0.0
hsa-miR-888-5p	C9orf129	0.34507676856779884	4.0734637885009306E-11
hsa-miR-888-5p	ABCC12	0.3280155943106821	0.025844846660657006
hsa-miR-888-5p	TMEM108	0.3860704420229759	3.622208644138425E-9
hsa-miR-892a	RCAN3	0.31060790901949853	1.1009882617873945E-4
hsa-miR-888-5p	JAKMIP3	0.3428298022544392	5.290212712338871E-13
hsa-miR-888-5p	PLPPR4	0.33655770702402343	1.1009882617873945E-4
hsa-miR-888-5p	EN2	0.3744597242154714	0.0
hsa-miR-888-5p	LONRF2	0.3515635327532886	0.0
hsa-miR-892a	SLC35G1	0.3277238045790436	0.004495665183045228
hsa-miR-892b	PDE4B	0.3330326856658176	2.0930419764031427E-6
hsa-miR-888-5p	HTR5A	0.343549959289981	0.0
hsa-miR-888-5p	LGI1	0.34372559867472835	0.004495665183045228
hsa-miR-890	GRM8	0.3300665966575776	0.025844846660657006
hsa-miR-892a	SNCAIP	0.33659428253258566	3.1764553209967517E-8
hsa-miR-890	ABCC12	0.334170747630916	1.563883265442989E-5
hsa-miR-888-5p	NID2	0.35813893622109694	0.0
hsa-miR-888-5p	DTX1	0.32843979643507465	5.290212712338871E-13
hsa-miR-888-5p	KCNK2	0.32472221746118246	3.93591825798012E-10
hsa-miR-888-5p	KCNH7	0.36761526199251143	0.0
hsa-miR-892b	EXPH5	0.36640653609475055	4.0734637885009306E-11
hsa-miR-890	TF	0.32963915005304506	0.025844846660657006
hsa-miR-888-5p	CDH18	0.3725895096169745	0.0
hsa-miR-892b	PDE1C	0.33846319970411853	0.004495665183045228
hsa-miR-888-5p	KCNA1	0.3776663934568877	0.0
hsa-miR-888-5p	SLC16A7	0.3278985453707337	3.1764553209967517E-8
hsa-miR-888-5p	TIGAR	0.34053891164307126	0.004495665183045228
hsa-miR-888-5p	ABO	0.36319205752929073	0.0
hsa-miR-888-5p	PKIA	0.3154873575841004	0.004495665183045228
hsa-miR-892a	CDYL2	0.33428247681217077	4.232170169871097E-12
hsa-miR-892a	PDE1C	0.3309492252355271	0.025844846660657006
hsa-miR-890	NRN1	0.3391757816959392	7.27635461454379E-4
hsa-miR-888-5p	TMOD1	0.3213453982102655	1.563883265442989E-5
hsa-miR-892b	MOBP	0.31695041692760884	0.025844846660657006
hsa-miR-892b	EOMES	0.32452532633804876	0.004495665183045228
hsa-miR-890	SNCAIP	0.3476745339921361	3.93591825798012E-10
hsa-miR-892b	RASSF8	0.335588838789905	7.27635461454379E-4
hsa-miR-888-5p	CDYL2	0.356771130553672	1.563883265442989E-5
hsa-miR-892b	SMIM32	0.3550817302491069	3.622208644138425E-9
hsa-miR-888-5p	NRG2	0.3366989947655095	2.0930419764031427E-6
hsa-miR-888-5p	NEUROD2	0.35494925298196256	0.0
hsa-miR-892b	RPH3A	0.3195278177928719	7.27635461454379E-4
hsa-miR-892b	PNMA8B	0.3906821012631122	0.0
hsa-miR-888-5p	UNC5D	0.3689671975721087	0.0
hsa-miR-892a	TNFRSF9	0.3102818986741734	0.004495665183045228
hsa-miR-888-5p	NPAS2	0.3352303376013539	3.1764553209967517E-8
hsa-miR-892b	SLC35G1	0.3463509842566101	0.025844846660657006
hsa-miR-888-5p	YPEL2	0.33542499080702703	2.6480741655010576E-7
hsa-miR-892b	IGF2BP3	0.30949739796050135	0.025844846660657006
hsa-miR-892a	TF	0.36315439964203866	0.0
hsa-miR-888-5p	ZNF99	0.3549229701406971	0.0
hsa-miR-888-5p	SYT16	0.33384676303383903	7.27635461454379E-4
hsa-miR-892a	TCEAL2	0.3339443222735001	0.0
hsa-miR-892a	NEXMIF	0.3290253351704961	4.0734637885009306E-11
hsa-miR-892a	SH3BP5	0.33279497545185954	1.563883265442989E-5
hsa-miR-888-5p	ELMOD1	0.3155088088720494	7.27635461454379E-4
hsa-miR-888-5p	SNCAIP	0.3602422716063676	1.563883265442989E-5
hsa-miR-888-5p	TCEAL2	0.3761756642949661	0.0
hsa-miR-890	TMEM132E	0.361440608777814	7.27635461454379E-4
hsa-miR-892a	MMD2	0.3334574109566702	0.025844846660657006
hsa-miR-888-5p	RGS7BP	0.3505366325775018	5.290212712338871E-13
hsa-miR-888-5p	SV2B	0.3400208316566757	0.004495665183045228
hsa-miR-892b	NID2	0.3316655934368034	0.004495665183045228
hsa-miR-892b	DTX1	0.3426697536727365	7.27635461454379E-4
hsa-miR-888-5p	EFCAB5	0.3357771306092006	1.1009882617873945E-4
hsa-miR-890	TMEM108	0.34796288303856043	4.0734637885009306E-11
hsa-miR-888-5p	ZNF257	0.34209041669658113	0.0
hsa-miR-892a	HMX3	0.34190172899188476	0.0
