Regulator	Target	MI	pvalue
hsa-miR-137	ZIC2	0.31034657897993345	5.920980636070494E-4
hsa-miR-2682-3p	hsa-miR-137	0.33574737865491805	0.0
hsa-miR-2682-5p	DPYD	0.38664351820281534	1.4451309815477487E-7
hsa-miR-137	DPYD	0.3725300417424308	0.0
hsa-miR-2682-3p	hsa-miR-2682-5p	0.32882449418493265	0.0
hsa-miR-2682-5p	hsa-miR-137	0.3614217523719408	0.0
hsa-miR-2682-5p	hsa-miR-2682-3p	0.3260556695205626	0.0
hsa-miR-137	TMEM176B	0.33452545597069444	0.007628595646228087
hsa-miR-137	hsa-miR-2682-3p	0.34172175275449246	0.0
hsa-miR-2682-5p	INHBB	0.32814924893215663	0.007628595646228087
hsa-miR-137	CACNA1S	0.33253904576927135	0.007628595646228087
hsa-miR-137	hsa-miR-2682-5p	0.350326199589718	0.0
