Regulator	Target	MI	pvalue
hsa-miR-548aa	ABTB2	0.3344956787913584	2.943545407418924E-11
hsa-miR-548d-5p	hsa-miR-548aa	0.3490696046461694	0.0
hsa-miR-548d-5p	TULP1	0.3130954248709732	0.01345995728759164
hsa-miR-548d-5p	FOXP4	0.3158815287598276	4.571852217805095E-6
hsa-miR-548aa	SH3GL2	0.341408181283507	0.01345995728759164
hsa-miR-548aa	HSD11B2	0.3210082329558169	0.001050371136513406
hsa-miR-548aa	SOX2	0.30422724731880973	0.01345995728759164
hsa-miR-548aa	CCDC169	0.3405387401782942	0.01345995728759164
hsa-miR-548d-5p	BVES	0.35419854647070165	0.01345995728759164
hsa-miR-548d-5p	DCBLD2	0.29976073828859395	0.001050371136513406
hsa-miR-548aa	hsa-miR-548d-3p	0.301848127684991	0.01345995728759164
hsa-miR-548aa	hsa-miR-548d-5p	0.342383279572514	0.0
hsa-miR-548d-5p	DAPK2	0.32854502288263	0.001050371136513406
hsa-miR-548d-3p	hsa-miR-548aa	0.3007343453247147	0.01345995728759164
hsa-miR-548d-5p	MAK	0.3561027063840482	7.299646363467804E-5
hsa-miR-548d-5p	SLC16A7	0.30175958821181803	7.299646363467804E-5
hsa-miR-548d-5p	RGS7BP	0.2975225007414191	0.01345995728759164
hsa-miR-548d-5p	PNMA8B	0.3304311162611032	2.943545407418924E-11
hsa-miR-548aa	BRINP1	0.30726578154702394	0.001050371136513406
hsa-miR-548d-5p	ABCC8	0.34344931790878885	4.571852217805095E-6
