gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.9598366225246	0	0	1.5438533712861	0	1.49686991839553	0	0.835994164578233	0	0	0.677336875528866	0	0.324939169076243	0	0	1.53356217681318	4.15848701224913	0	2.23665142639355	1.36193633090996	0	0.904782225025393	4.10283934883416	0	0.0369913170961301	0.0838086388953251	0.810790789414695	0	1.87929167084838	0	0	1.26280606682635	4.43345213985903	4.2752599563426	0	7.09066785730813	1.30658479652322	1.95319027069677	5.73306366453679	3.43389649782464	4.37071558486091	3.98296033639006	5.48854747421628	6.61018890991097	0.411874944794235	2.11635024260848	0	3.66408912266456	4.54314283834069	4.20051644515319	4.52643620328573	3.46685773137724	4.47071997605111	2.22232615436852	1.04467316965792	4.60874857737603	2.64057277138102	0	0	0	2.98995551326501	0	0	0	1.68229301641621	0	0	0	0	0	0	0	3.05156005856654	0	5.54004196705513	0	1.29415675323765	2.88364646303161	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12941277446449	2.51095178376295	1.55712104361213	0.914208656547057	2.54718231668744	0	0	1.10780413015046	0	2.86620638618188	0	1.4684089439063	1.93841785281863	3.27678646328497	3.85185940016457	0	0.633139751728593	1.28016832472992	0	0	2.8688210555473	1.23465351372593	3.42521500036461	0	2.2171965096588	0	0.674243177115008	0	0.282565624905468	4.49862607847564	1.40872974474172	1.50137423850466	4.20051644515319	0.473280093034319	2.33373568077857	0.732420981850005	0	0.0296893671633148	0	0.185671889666855	0	0	0	0	0	0	0.255381203029348	0.71585115752167	0	0	0	0	0.0215506531064977	3.18754569605406	0	0.704409550000663	0	0	0	0.581918401564387	0	0	0	0	0	0	3.52131081005437	0	0	3.99699239833788	1.72694435615469	0	0.202178406443672	2.11380681270464	0	0	0	0	0.0888972617853254	1.98890346759777	3.150113216835	0	3.37658116405283	3.84012715055585	0	0	0	0.968329122759194	3.0906505821254	1.9564015588117	3.47679671738867	2.36942474597726
ANKRD65	3.55996759108214	4.17215297411591	4.2671986697856	3.50659631993995	3.01424963624454	2.9266896843398	2.60794299780831	2.6803191345969	1.61986490855113	3.62800638715512	2.89184689523229	2.42762365998569	3.44836992020661	4.2671986697856	4.06662773794515	1.48924580659675	0.433859246981655	1.29217476485274	5.32499509070829	1.72790137091736	3.47679671738867	2.6209367193431	0.197514187777495	0	2.12162512581596	2.53360745372904	6.61018890991097	1.12735541152028	0.573624735980201	1.36242031666732	0.597724107356163	2.49340340548777	2.77144005663416	2.77942841262943	2.18378764101013	2.32667029173627	0	2.30856834062281	0	6.03315860863021	0	0.85146468383903	0.702622569236663	0	0	0	0	0	2.71354091735367	0.860680795175866	0.278261824792878	0	0	0.371654416908814	0	0	0	0	0	0	0	0	0	0.987741886058162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200870322136723	0.0378710146176681	0	0	1.43948608492509	0.0989948760171435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0335624864538737	0	0	0	0	0	0	0	0	0	1.14295887129991	0	0	0	0	0.0392120744839026	4.81281078132029	0.596175405194306	0	0	0	0	0	5.02753361335499	5.30949610415104	2.57605729362231	3.51233433613331	3.66408912266456	1.3234669725538	3.90727847072842	0	3.94434371954597	5.73306366453679	2.3448369843699	5.43202433550074	0.0501455845954858	4.03890065066512	0	0	3.95113248906455	2.85774598233018	0	2.18848769249076	0	0.0256620753739719	0	0	3.0971502045505	0	0	0	0.148843598110194	0	1.21486889784748	0	0.371654416908814	0	0	1.69731613696077	0	0.643556252134233	0	4.23919084985675	1.12860111862989	2.87758140475644	0	0	1.26568652485042	0	0	0	0
GABRD	2.07066772577195	4.31365822029003	2.45141609742278	1.18672487282273	4.10283934883416	1.6054666398631	1.59342848817919	1.39644418146444	0.801252453945056	3.49892894626541	1.93362064172562	4.63558999860097	0	4.21968815972217	0	0	2.50300833080662	0	2.94408442555225	0	0.0536475293072702	1.722590871429	0	0	0	0	0.085913508840481	0	0	0.187467110897451	1.96418269242286	0.19157162739695	0	2.47125666066931	2.91557472366104	5.60296377173533	0.551910469292279	0	0	0	0	0	2.11759126021596	0	1.39865559611301	0	2.73070924736908	0.23910045149781	0.0607728499523437	0.747713311015754	0	0.0286365930181035	2.39627936137098	0	3.95789524138266	0	0.263357100217784	0	0	0	0	0	0	0	0	0	0	3.04830409868344	1.43776526349355	0.756982246588684	0	0.213375998954903	0	0	0	1.72001789065399	0	0	1.55094014816626	0	0	0	4.07410534536539	0.744509484787443	4.15848701224913	0	0	5.52406220285107	0	1.29169222911169	0.902217831617168	0
PLCH2	0	0.116311152359389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0549767626774081	2.4241239951485	0	2.99277984207206	1.47290044456012	4.05369419481523	1.16065300960485	1.84382014104259	0	1.31021408453971	0.770579876591474	0	2.72552648822781	1.95319027069677	3.66408912266456	0.096499156234177	2.50103919564187	1.63553349703012	0.724444201475277	2.84730392192031	0	3.29605736051593	3.0906505821254	0.202896414057436	0.0131304713902307	2.60794299780831	1.35399845437084	1.6747597678105	0.818321878816691	0.886114458580199	0	0	0.512564977635174	3.16740208413376	1.03357649546665	0.440981541470662	1.72174119659593	2.03815073619075	1.43186403725405	0.383685857905802	0.967408681006739	1.13928868757735	0	0	3.42218893499792	0	2.47125666066931	1.11208691344201	0	0	0	0	0	2.28033531840621	0	0	0	0	0	3.83384552873434	0	2.45929278975105	0	0	2.46140876810141	0	2.5909070742179	0	3.12401278638364	2.45141609742278	0	1.51376801908853	0	0	0.674243177115008
MEGF6	1.67303253956647	4.2752599563426	1.76345161982317	1.73291454496586	2.68983940470767	1.17521495616922	1.15077084304995	2.91557472366104	3.80992611251318	3.30731614054797	2.58010240001397	3.40062790374882	3.88129659927198	2.90113218720133	0	0.503376944997086	0	0	1.89295780603059	0	3.30026841498027	0	0	0	0	1.31205093800647	2.42047541153751	0	0	1.36808394415816	0	0.149598285051141	0	0.307784550772515	0	0	1.55094014816626	0	2.157171849913	0	0	0.35705294898173	0	0	1.45198226395068	0.0867025629839914	0	3.65319666932148	0	0.10778784308005	1.97147806693213	0.317542998286269	2.16045216999901	1.37024056762397	0	0	0	0	0	0	0.270887266430199	0	0	0	0	0	0	2.26879610649105	3.85185940016457	0	2.22402697382677	4.40748798464164	0	0	1.68321504602215	3.29605736051593	0.354070847252984	0	1.4053915109757	0	0	0	0	0	4.92768653654526	3.57386101353875	4.19402083819637	0	0	0	0.0321207999031464	0
TP73	0	0.00682307464672459	0	0	0	0	0	0	0.683001692461846	0	0	0	1.35806323185853	0.041116363572629	0	0	0	0	0	0	2.85774598233018	0	0.37152474063041	0	0	0	0	0	0	0.572369991925995	0	0	0	0	0	0	3.22767975747827	0.746160390897874	0	0	1.81881652805149	2.66107837452052	2.47668163913801	0	2.36942474597726	0.11876313719716	0.485554319802038	0	0.631122967499246	0.583770815496591	1.77527596687377	0	1.34960030768959	1.70166279841043	3.44836992020661	1.32135678067601	0	0	0	1.88676677352146	4.01800167463352	1.29787169318359	0.783884825039005	0.613071764607955	2.62512758178579	4.31972483436995	0.576790996247571	3.62800638715512	5.15091187161653	3.62227904488128	0.512564977635174	4.69068204195606	0.712327764183942	0	0.7998033185705	3.9631732515757	2.64762202219754	0.651257130837313	2.50693484251331	0	0	0	0	0.391395212004667	4.23919084985675	1.9564015588117	3.2317258657767	0	0	0	1.4614365391198	0.373998851273066
AJAP1	0	0	0	0	0	5.78267089188954	1.20577985651836	0	3.25850685246942	0.673503642046888	0.401740946036995	0	0	0	4.29860274417467	0	6.03315860863021	0	5.60296377173533	6.57213409181758	0	0	0	1.88456764944527	2.44419331860757	0	0	0	0.936517550517706	0	2.9386755399079	0	4.29860274417467	0	1.32619612222496	0	0	0	0	0	0	1.01413508529744	0	0	0	0	3.65760426712512	1.9314554446979	0	3.19464431646995	0	0	2.65481207384696	0	1.25093947401769	1.91227722074251	0.581378165067932	1.77209720121425	0	1.22558158300068	0	0	0	0	1.5212655679969	1.84807420196515	0	0	0	0	5.29345761849112	0	0	0.657905485619605	1.72790137091736	0	0	0	0	0	0	0.99801097038637	0	3.90727847072842	1.2765215057334	0	6.03315860863021	1.28816324256274	1.33522729459527	2.08198953037652	1.00126194375273	2.08975397482826
CHD5	0	0	0	0	0	2.33038991874157	0	0	3.3205470565524	1.57281527420218	0	0.772157493165915	0	0	0	0	1.33353431544106	2.7030905855797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26879610649105	0	0	0	1.54886726619691	0	0.46941393374726	0	0	4.60099978024157	0	0	1.37759473919011	1.63374890508721	0	0	1.9935554864857	0	0	1.32001673121544	3.25458191214112	0	2.22089382102499	0	2.63382484447207	0	1.5636584114468	0	0	2.31835562275329	1.29936963109371	0	5.20723451494912	6.77301430269184	5.55844641373756	4.01027055437763	6.03315860863021	2.80571445341313	5.55844641373756	4.77982299540261	0.221638088321147	3.64820042174617	1.70642300650285	6.19687537972115	0	5.55844641373756	0.0528198525453208	4.98762368749971	0	2.88858126646336	2.17121645770585	3.63900136801927	2.15441485308054	1.93493356875166	5.41289302893441	3.15325275543296	5.34407739411487	5.64803475626187	5.43202433550074	0.374883706414725
