Regulator	Target	MI	pvalue
hsa-miR-767-3p	FBN3	0.3308931289859335	2.3890068374754492E-4
hsa-miR-767-3p	PMP22	0.2921520929452667	1.2432166208498074E-5
hsa-miR-767-5p	PPP2R2B	0.3172232609321725	5.828432136922856E-7
hsa-miR-767-3p	SHOX2	0.32649833239109344	0.004086320890717587
hsa-miR-767-5p	GABRA3	0.37772785170102136	0.0
hsa-miR-767-3p	TMEM123	0.32031506855192804	0.004086320890717587
hsa-miR-767-5p	SV2C	0.30016907538525234	0.004086320890717587
hsa-miR-767-3p	MYCL	0.3100396077130122	2.3890068374754492E-4
hsa-miR-767-3p	PTPRK	0.29726407716257786	1.2432166208498074E-5
hsa-miR-767-3p	PDGFRA	0.2965085261947807	2.3890068374754492E-4
hsa-miR-105-5p	GABRA3	0.3811816865241209	0.0
hsa-miR-767-5p	GABRG2	0.30803337639218764	1.2432166208498074E-5
hsa-miR-767-3p	MFNG	0.30134686630699203	0.004086320890717587
hsa-miR-105-5p.1	GABRA3	0.4034517573785055	0.0
