Regulator	Target	MI	pvalue
hsa-miR-506-3p	EN2	0.31397520417871205	3.876745591213648E-9
hsa-miR-508-5p	PHLDA1	0.3599092226372524	1.0642987472264664E-4
hsa-miR-508-5p	LRRC38	0.29147940823042634	1.0642987472264664E-4
hsa-miR-508-5p	PNMA8B	0.30470376515124153	0.0025125985369141013
hsa-miR-506-3p	DSCAML1	0.3289096435950742	1.0642987472264664E-4
hsa-miR-508-5p	PCDHGA1	0.2992936006613058	1.0642987472264664E-4
hsa-miR-508-5p	PCDHGA2	0.29525311395005144	3.876745591213648E-9
hsa-miR-508-5p	CDYL2	0.35792955283757044	0.0025125985369141013
hsa-miR-508-5p	BARHL1	0.3327953980448406	1.0642987472264664E-4
hsa-miR-508-5p	MMD2	0.30340839037802264	0.0025125985369141013
hsa-miR-506-3p	NWD2	0.29385275167735864	0.0025125985369141013
hsa-miR-508-5p	UNC5D	0.3041313800080114	1.0642987472264664E-4
hsa-miR-508-5p	LINGO2	0.30960933254047773	3.9495092090113815E-6
hsa-miR-508-5p	SYCP1	0.32506455507407106	0.0025125985369141013
hsa-miR-508-5p	CHRM3	0.2920605855363032	0.0025125985369141013
hsa-miR-508-5p	NEUROD2	0.2989675689982251	0.0025125985369141013
