gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.95988982951081	0	0	1.54382543654611	0	1.49688214578491	0	0.83598079402273	0	0	0.677296516560395	0	0.324979309739986	0	0	1.533566287949	4.15853915969943	0	2.23658645565216	1.36194684658996	0	0.904751554440506	4.10288104168368	0	0.0369959482195684	0.0836962702615845	0.810790092177048	0	1.87934397684421	0	0	1.26279216922049	4.43352499199339	4.27527647352777	0	7.09067613029933	1.30661568907418	1.94901127381367	5.73313905862984	3.43392002793097	4.37088646568608	3.98314033557175	5.48887639002359	6.61019676678158	0.412072016669353	2.1163319168992	0	3.66426805007114	4.54317496970638	4.20055890488329	4.52668655269321	3.46689302763974	4.47089815525384	2.22233343332732	1.04466738040444	4.60878325096808	2.64069148465019	0	0	0	2.98995954169393	0	0	0	1.68232206679066	0	0	0	0	0	0	0	3.05165611884212	0	5.54015157530277	0	1.29415551176595	2.88610022246741	0	0	0	0	0	0	0	0	0	0
MXRA8	2.12940757163333	2.5109625366744	1.55714307696325	0.914164745144629	2.54722541538408	0	0	1.10777608998329	0	2.86615339747493	0	1.46842961885173	1.93849945820026	3.27682599551454	3.8518757832753	0	0.633094402565543	1.28016514300391	0	0	2.86876580334531	1.23463706590844	3.4252852438229	0	2.21730028377541	0	0.674235412300512	0	0.282475478996737	4.49866268875462	1.40873961886691	1.50139098633578	4.20055890488329	0.473219439096285	2.3337781311003	0.732389569060115	0	0.0298579956270694	0	0.185542209248512	0	0	0	0	0	0	0.255276572400007	0.715842625691476	0	0	0	0	0.0213324854018386	3.18774043548066	0	0.704382735534112	0	0	0	0.582026234845952	0	0	0	0	0	0	3.52134246492588	0	0	3.99700974938601	1.72695687346927	0	0.20244431335717	2.11384540009299	0	0	0	0	0.0886905465180694	1.98890622754732	3.15014260052283	0	3.37660646543967	3.84012905684149	0	0	0	0.968324171252518	3.09062408430441	1.9564586583882	3.47681252631355	2.36937984382533
ANKRD65	3.56000701081851	4.17234593935418	4.26723915136617	3.50660540443306	3.01440071585466	2.92679130077489	2.60791538267522	2.68029029929802	1.61989658043394	3.62835166654756	2.89200174442011	2.42752811192568	3.4485360234583	4.26723915136617	4.06672958893298	1.48929036743143	0.433788502221315	1.29217691221832	5.32542041462335	1.72788986424383	3.47681252631355	2.6209713829944	0.197396718843449	0	2.12161734791769	2.53369523067669	6.61019676678158	1.1273039551334	0.573566637923828	1.36244763327748	0.597669580517462	2.49342022157601	2.77142307219026	2.7794295437427	2.18382614261438	2.32665363715366	0	2.30856686553037	0	6.03317419192393	0	0.850174310291079	0.702589323587659	0	0	0	0	0	2.7135885949076	0.860675129327563	0.278164241197037	0	0	0.371594477609342	0	0	0	0	0	0	0	0	0	0.987758331886499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200753606135342	0.0377052792659114	0	0	1.43952819680162	0.0988832125440358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338990576468771	0	0	0	0	0	0	0	0	0	1.14295738782302	0	0	0	0	0.0393862062215067	4.81284154772731	0.596284832567645	0	0	0	0	0	5.02755848279896	5.30966508717788	2.57607424967436	3.51240617302582	3.66426805007114	1.32292705662687	3.90728508836345	0	3.94436469617076	5.73313905862984	2.34482042995004	5.4322389984111	0.0503691478044146	4.03899307604925	0	0	3.9511687893181	2.85769429566701	0	2.18855471723968	0	0.0258296989619169	0	0	3.09718365699147	0	0	0	0.148968811805378	0	1.21485059532059	0	0.371594477609342	0	0	1.69736769468945	0	0.643524636526105	0	4.23926234935251	1.12857290998762	2.87749325396788	0	0	1.26574323199836	0	0	0	0
GABRD	2.07066362219143	4.31372076485613	2.45133999191257	1.18665172639734	4.10288104168368	1.60547264275936	1.59343196432746	1.39648941880657	0.801243380196573	3.4989210631713	1.93366579509951	4.63593142372678	0	4.21972037470662	0	0	2.50301646213962	0	2.94416286079351	0	0.0541221819117212	1.72266145207775	0	0	0	0	0.0855933416237975	0	0	0.187359748166052	1.96419778415884	0.191569004266276	0	2.47121308262522	2.91562098452762	5.60313820014182	0.55184345825631	0	0	0	0	0	2.11764580921022	0	1.39867883714555	0	2.73086317445185	0.239381594638341	0.0609794614303939	0.747644819937946	0	0.0284801255163207	2.39446361534873	0	3.95790056089958	0	0.263140104124618	0	0	0	0	0	0	0	0	0	0	3.04834337573676	1.43776397662411	0.756741324046774	0	0.213506676520066	0	0	0	1.7200805048599	0	0	1.55097335150424	0	0	0	4.07415331634351	0.744490269342105	4.15853915969943	0	0	5.52458810904322	0	1.29169797640158	0.902200823449624	0
PLCH2	0	0.116175393759891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550846081383973	2.42419898860312	0	2.99283855598991	1.47290956195581	4.05373815132953	1.16062640127762	1.8439248383887	0	1.31024979970023	0.770552621281593	0	2.72552637320154	1.95322858682621	3.66426805007114	0.0965186847063315	2.50105552171652	1.63553460814069	0.724418532989353	2.84732930814201	0	3.29616047264794	3.09062408430441	0.203564885180427	0.0130707163774166	2.60791538267522	1.35400608554744	1.6748238751074	0.818319570159096	0.88610428712214	0	0	0.512462679316462	3.16738173101613	1.03357726649213	0.440913738404293	1.72179442065002	2.03825498111447	1.43186707857594	0.383605518819885	0.967707512134396	1.13923744663941	0	0	3.42221055387009	0	2.47121308262522	1.11338029046694	0	0	0	0	0	2.2803080269263	0	0	0	0	0	3.83398110062532	0	2.45926303935634	0	0	2.46131607246218	0	2.59089570424388	0	3.12387725901556	2.45133999191257	0	1.51382056917589	0	0	0.674235412300512
MEGF6	1.67304549339697	4.27527647352777	1.76349642571645	1.73294036239238	2.68982068055046	1.17521804066259	1.1507645051964	2.91562098452762	3.80995522400523	3.30737472828054	2.58008197440131	3.40063953548998	3.88126607008088	2.901129851137	0	0.503301784201349	0	0	1.89299956354669	0	3.30044358565108	0	0	0	0	1.3120571335582	2.42044276027021	0	0	1.36810922090476	0	0.14960994913265	0	0.307700926910049	0	0	1.55097335150424	0	2.15718980702371	0	0	0.356823648864464	0	0	1.45197829751111	0.0864703909302966	0	3.6531358701791	0	0.108261999666371	1.97148403499278	0.317463582146737	2.15881387175327	1.3702571324965	0	0	0	0	0	0	0.270737020802842	0	0	0	0	0	0	2.27559700214668	3.8518757832753	0	2.22398646298981	4.40760307734713	0	0	1.68322018257857	3.29616047264794	0.353964377175138	0	1.40544612171087	0	0	0	0	0	4.92820027129488	3.57379224338056	4.19403932918836	0	0	0	0.032385681838213	0
TP73	0	0.00675091938595789	0	0	0	0	0	0	0.682959568347042	0	0	0	1.35807055544712	0.0410224119175005	0	0	0	0	0	0	2.85769429566701	0	0.371448924365103	0	0	0	0	0	0	0.572333016143188	0	0	0	0	0	0	3.22772726769361	0.746128231911592	0	0	1.81981716796774	2.65701033532034	2.47668751259112	0	2.36937984382533	0.118512052146348	0.485503346738311	0	0.63092728500138	0.583712360104387	1.77529382931586	0	1.34960587404757	1.70174079902682	3.4485360234583	1.32133091354299	0	0	0	1.88676269187385	4.01805004904513	1.29791239320375	0.783875813595801	0.613203240728746	2.62514789027131	4.31981268823109	0.576892830671543	3.62835166654756	5.15102319909586	3.62240500131475	0.512636554667982	4.69069824164866	0.712311567986419	0	0.799786634531868	3.96317777184465	2.64764786941973	0.651936607304292	2.50699101183606	0	0	0	0	0.391725290352785	4.23926234935251	1.9564586583882	3.23171600154483	0	0	0	1.46149384280223	0.37393268861395
AJAP1	0	0	0	0	0	5.78289041946765	1.20573637329172	0	3.25853844102457	0.673478856861433	0.401656354187996	0	0	0	4.29867129331201	0	6.03317419192393	0	5.60313820014182	6.5721310910619	0	0	0	1.8845737072956	2.44410768718224	0	0	0	0.936523313146921	0	2.93873009939262	0	4.29867129331201	0	1.32618474323489	0	0	0	0	0	0	1.01292107311341	0	0	0	0	3.65775411153075	1.93146289277074	0	3.19469075470509	0	0	2.65276079882396	0	1.25092272909295	1.91229111232989	0.581308228805663	1.77212247418743	0	1.226027906407	0	0	0	0	1.52125798001493	1.84814904957248	0	0	0	0	5.29381226075308	0	0	0.657855721222599	1.72788986424383	0	0	0	0	0	0	0.998002893315714	0	3.90728508836345	1.27652222636815	0	6.03317419192393	1.28814977495542	1.33523586007856	2.08191421711314	1.00123583129356	2.08975615715396
CHD5	0	0	0	0	0	2.33033552348555	0	0	3.32069667625529	1.57283795944787	0	0.772140668266579	0	0	0	0	1.33353842898769	2.70316040673745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26875155476401	0	0	0	1.54886294317643	0	0.469333789067781	0	0	4.58990997589249	0	0	1.3776192492383	1.63378325148598	0	0	1.99364595652182	0	0	1.32002654476614	3.25144407444713	0	2.22088515965552	0	2.63385891596442	0	1.56371711229308	0	0	2.31832602352167	1.29936680062378	0	5.20723553051586	6.77302860031329	5.55930876503278	4.01043775405385	6.03317419192393	2.80570736494032	5.55930876503278	4.77981887835932	0.221869889050407	3.64824617835192	1.70643162247697	6.19688160079931	0	5.55930876503278	0.0526415653445823	4.98834799535653	0	2.89200174442011	2.17120826827587	3.63901032233861	2.15441303045252	1.93496704749704	5.41291209067924	3.15334091752821	5.34417645886865	5.64825745311698	5.4322389984111	0.37482921945216
