Regulator	Target	MI	pvalue
hsa-miR-125a-5p	FSTL4	0.30880280475284627	7.885599587948988E-4
hsa-miR-99b-5p	ZNF154	0.30924449234120516	5.655133980897453E-5
hsa-miR-125a-5p	GLRA3	0.33009188858280614	5.655133980897453E-5
hsa-miR-125a-5p	DOCK5	0.31316581569659524	6.288110032670602E-10
hsa-miR-99b-5p	MAP7	0.32792904845714094	6.288110032670602E-10
hsa-miR-125a-5p	SATB2	0.3020606258867456	5.655133980897453E-5
hsa-miR-99b-5p	GLRA3	0.31236405101224685	3.691197911326327E-6
hsa-miR-99b-5p	FSTL4	0.3089020702765874	6.288110032670602E-10
hsa-miR-125a-5p	CAMSAP3	0.3090636149891859	0.009911746888782602
hsa-miR-99b-5p	MAL2	0.3530557251979915	0.0
hsa-miR-125a-5p	PLXNA2	0.33953575298439265	3.691197911326327E-6
hsa-miR-99b-5p	CLYBL	0.3190311701743227	1.1370904218210853E-12
hsa-miR-99b-5p	SMARCD3	0.30766329462391784	5.655133980897453E-5
hsa-miR-125a-5p	PCDHGA2	0.31318507685516994	0.009911746888782602
hsa-miR-99b-5p	EPHA8	0.30615899361349785	2.210515150924408E-7
hsa-miR-99b-5p	PDE2A	0.3116234165301332	3.691197911326327E-6
hsa-miR-125a-5p	NEUROG1	0.36266118700113587	3.691197911326327E-6
hsa-miR-125a-5p	OR2M3	0.32010219597983236	3.691197911326327E-6
hsa-miR-99b-5p	SCG5	0.3060685966711349	2.210515150924408E-7
hsa-miR-125a-5p	MGP	0.32704016067753333	5.655133980897453E-5
hsa-miR-99b-5p	KHDRBS2	0.3353734735443071	0.0
hsa-miR-99b-5p	LGI1	0.30793821335912785	3.691197911326327E-6
hsa-miR-125a-5p	hsa-miR-99b-5p	0.37779040613356113	0.0
hsa-miR-99b-5p	LINGO2	0.3388060948809384	1.2228270396263952E-8
hsa-miR-99b-3p	FYB2	0.3207621774105653	3.691197911326327E-6
hsa-miR-99b-3p	CABP2	0.31044098317020263	5.655133980897453E-5
