gene	MB064	MB350	MB215	MB224	MB178	MB055	MB329	MB296	MB161	MB279	MB234	MB157	MB328	MB028	MB317	MB372	MB137	MB309	MB285	MB269	MB158	MB334	MB228	MB264	MB299	MB327	MB199	MB311	MB151	MB025	MB229	MB181	MB305	MB056	MB225	MB262	MB166	MB062	MB102	MB242	MB118	MB223	MB155	MB209	MB321	MB232	MB024	MB020	MB276	MB057	MB243	MB071	MB271	MB048	MB153	MB038	MB159	MB103	MB063	MB240	MB067	MB197	MB332	MB114	MB170	MB316	MB206	MB359	MB192	MB172	MB227	MB162	MB263	MB268	MB331	MB207	MB164	MB188	MB346	MB320	MB027	MB254	MB238	MB282	MB239	MB167	MB236	MB322	MB255	MB272	MB244	MB212
SAMD11	0	0	0	0	1.96041847509483	0	0	1.54430137323726	0	1.4965720947818	0	0.83617884923599	0	0	0.677468358946874	0	0.324815664896969	0	0	1.53328377884244	4.15906487202728	0	2.23429111296262	1.36231129428768	0	0.904616271227258	4.10348995690147	0	0.0367764390506925	0.0835211333476298	0.810470500770198	0	1.87780525206245	0	0	1.26261521607429	4.43375137587989	4.2757210099708	0	7.09066785730813	1.30649554663629	1.95375358419988	5.73315598393959	3.43474686026812	4.37137741646679	3.98329978107818	5.48863388614185	6.61022142851847	0.412141898615968	2.1143691180133	0	3.66476705120957	4.54361128473042	4.20067778924728	4.52673245720601	3.46765693073556	4.47139137851731	2.22150179219141	1.04501374845456	4.60889054143063	2.64129155120194	0	0	0	2.99067713577134	0	0	0	1.68285276998934	0	0	0	0	0	0	0	3.05221509321976	0	5.54007726630684	0	1.29506170611878	2.8870573906641	0	0	0	0	0	0	0	0	0	0
MXRA8	2.1285462822238	2.51172266617984	1.55621495810946	0.913801740559375	2.54811016494746	0	0	1.10805056304813	0	2.86683027898185	0	1.46880646305022	1.93900082434146	3.27765235285974	3.85262352424673	0	0.632874186054061	1.27946922704703	0	0	2.86957793068641	1.23396520209119	3.42306234785958	0	2.2180141469839	0	0.674001319676077	0	0.28220699719835	4.49911781897893	1.40803402129452	1.50119409596015	4.20067778924728	0.473040851575694	2.33095950073955	0.732321494991852	0	0.0297939396772218	0	0.18547911193321	0	0	0	0	0	0	0.255092935791474	0.715585556469728	0	0	0	0	0.0216585996597017	3.18846094006209	0	0.704151784840915	0	0	0	0.581798517001393	0	0	0	0	0	0	3.52195440953721	0	0	3.99742361028909	1.72749853147204	0	0.202492275012431	2.1143691180133	0	0	0	0	0.0886252322611067	1.98944570906626	3.15073505256357	0	3.3776642134537	3.84054238454184	0	0	0	0.968637434842163	3.09147642086178	1.95705468553806	3.47732569923649	2.36998207722884
ANKRD65	3.56077181216749	4.17256323106983	4.26753328266301	3.50731952346211	3.01497787865411	2.92443207160114	2.60846019592799	2.68113478486105	1.62028994515757	3.62871138649426	2.89257331215065	2.42807862214964	3.44897033266719	4.26753328266301	4.06712249299847	1.48847855994956	0.433618248529504	1.29159924950769	5.32499798609508	1.72749853147204	3.47732569923649	2.61736905610405	0.197221580439157	0	2.12216442134618	2.53445865351038	6.61022142851847	1.12687061123011	0.573368936750356	1.36165882386179	0.597450643528847	2.49416983940314	2.76705533156615	2.77770745463704	2.18154515471312	2.32534213086766	0	2.30774871305655	0	6.03332816287394	0	0.851605904377472	0.702734778668268	0	0	0	0	0	2.71426065515214	0.860307119307883	0.278008366259335	0	0	0.371407292704561	0	0	0	0	0	0	0	0	0	0.987983017218337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	0	0.200723075056919	0.0376587591530675	0	0	1.43928995720581	0.0989186302679138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337731144293861	0	0	0	0	0	0	0	0	0	1.14249750891369	0	0	0	0	0.0392352877027041	4.81340592794506	0.595887672631179	0	0	0	0	0	5.02819798280236	5.30968788029186	2.57678060594144	3.51318578577349	3.66476705120957	1.32387199703656	3.90782054702325	0	3.94501248833251	5.73315598393959	2.34548923107112	5.43213679704866	0.0502162613017277	4.03929657489016	0	0	3.95175244051235	2.85832899519823	0	2.18913780981089	0	0.0259360032487056	0	0	3.09805138831259	0	0	0	0.149256737282121	0	1.21515891442239	0	0.371693936980323	0	0	1.69776841645074	0	0.644050550021155	0	4.23963346523473	1.12886094526298	2.87812121119396	0	0	1.26599860321002	0	0	0	0
GABRD	2.07010540250595	4.31406240772358	2.45219943670806	1.18604914021542	4.10348995690147	1.60509249572261	1.59392572822793	1.39691689189254	0.801509986167218	3.4996935323769	1.93435711561135	4.6359019027298	0	4.2199686636273	0	0	2.49994772264422	0	2.94193917748924	0	0.0539470091222577	1.72147814410696	0	0	0	0	0.0856548248438268	0	0	0.187180853573598	1.96264814339486	0.19138518858852	0	2.46971303983007	2.91022036937095	5.60348873164405	0.551994453457953	0	0	0	0	0	2.11812434352006	0	1.39904281206622	0	2.73140874347084	0.239193697721192	0.0611455322510824	0.747383438338384	0	0.0286011423935532	2.39672431755239	0	3.95837891788077	0	0.263338933626073	0	0	0	0	0	0	0	0	0	0	3.04904239657601	1.43814435842105	0.757165151637344	0	0.213688983363089	0	0	0	1.72062914068549	0	0	1.55147165728357	0	0	0	4.07457623157377	0.744917518208209	4.15906487202728	0	0	5.52406614644941	0	1.29198774032211	0.902685198580696	0
PLCH2	0	0.116086529678084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548393808276376	2.42288133236018	0	2.99365615144617	1.47211572682268	4.04757234513139	1.16088403745736	1.84465135329566	0	1.30950378087168	0.770266539310072	0	2.72122302376726	1.9516306986655	3.66476705120957	0.0962039418956174	2.49994772264422	1.63428105257939	0.724349578548553	2.84793276882135	0	3.2973593814847	3.09147642086178	0.203488607468838	0.0133956057387125	2.60846019592799	1.35440703646611	1.67522294930503	0.81847140387529	0.885760594590658	0	0	0.512229910655746	3.16847599367541	1.03377836992121	0.44130578572276	1.72232742722092	2.03877033467744	1.43106542387912	0.383717351049472	0.967536907550311	1.13956046885575	0	0	3.42306234785958	0	2.47188986318743	1.11359984331378	0	0	0	0	0	2.28098605897945	0	0	0	0	0	3.83479285518085	0	2.46002130409674	0	0	2.46386262571864	0	2.59156943915459	0	3.1249671915555	2.45219943670806	0	1.51422959990387	0	0	0.674398139891556
MEGF6	1.6718337940603	4.2757210099708	1.76208655056122	1.73165757272821	2.69037420670021	1.17470372381746	1.15103254007482	2.91632419142127	3.810413436839	3.3083048816902	2.58072088249591	3.40147520430759	3.88174044525268	2.9020211101892	0	0.503087171203952	0	0	1.89247765850547	0	3.30098327654546	0	0	0	0	1.31233437647492	2.42104666877398	0	0	1.36733219535761	0	0.149375179337063	0	0.307510478224	0	0	1.55147165728357	0	2.15789213299425	0	0	0.357639781512974	0	0	1.45243897591	0.0866593876679867	0	3.65372812189325	0	0.108077610156301	1.9720739289806	0.317585421899393	2.16088609806306	1.37064120503755	0	0	0	0	0	0	0.270819924755859	0	0	0	0	0	0	2.27615089193791	3.85262352424673	0	2.22447951978348	4.40776756162193	0	0	1.68380494876211	3.2973593814847	0.354070214913886	0	1.40582642725794	0	0	0	0	0	4.92822749388273	3.57452255118471	4.19428050989136	0	0	0	0.0324863125469693	0
TP73	0	0.00670511241872153	0	0	0	0	0	0	0.683077560483788	0	0	0	1.35842944728725	0.040878423044256	0	0	0	0	0	0	2.85832899519823	0	0.371274891617071	0	0	0	0	0	0	0.572122953211575	0	0	0	0	0	0	3.22890306477066	0.745622606130996	0	0	1.81851377954861	2.66192370061114	2.47731146730535	0	2.36998207722884	0.118678170602269	0.485298440741306	0	0.631054327639987	0.583490421714516	1.77577887019877	0	1.35056731553208	1.70221440576554	3.44897033266719	1.32052357281534	0	0	0	1.88743847061235	4.01857734490396	1.29820644418078	0.783803846962897	0.613357729081922	2.6261678444286	4.32005383510199	0.576985687719758	3.62871138649426	5.1515187324629	3.62296410218504	0.512730279114583	4.6912007924346	0.712276003713035	0	0.799957237139504	3.96378658445787	2.64834692706314	0.652281809163781	2.50758711384184	0	0	0	0	0.391970085930237	4.23963346523473	1.95705468553806	3.2328412057605	0	0	0	1.4628753193479	0.374021571992138
AJAP1	0	0	0	0	0	5.78272968746292	1.20606584490448	0	3.25954724086687	0.673233442207542	0.401452773984047	0	0	0	4.29886896174756	0	6.03332816287394	0	5.60348873164405	6.57242466180379	0	0	0	1.88522281767086	2.44518749539964	0	0	0	0.936059756408185	0	2.93358892271655	0	4.29886896174756	0	1.32553868905177	0	0	0	0	0	0	1.0143218574414	0	0	0	0	3.65834578029889	1.93091576125972	0	3.19534174562691	0	0	2.65573025230395	0	1.25118215935313	1.91188428139502	0.58145305551146	1.77180658964866	0	1.22532377519678	0	0	0	0	1.52173238039079	1.8488006209913	0	0	0	0	5.29379457674359	0	0	0.65818727876579	1.72836986557745	0	0	0	0	0	0	0.998527784593779	0	3.90782054702325	1.27684031981062	0	6.03332816287394	1.2885590496595	1.33558569854522	2.08260143733224	1.00190701467516	2.09049061198263
CHD5	0	0	0	0	0	2.32916923563121	0	0	3.32130770376865	1.57248189506375	0	0.772312023128632	0	0	0	0	1.33285366904053	2.69860457884779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26602878613464	0	0	0	1.54929836618807	0	0.469151804156397	0	0	4.60124941133695	0	0	1.37802537189176	1.63428105257939	0	0	1.99410388912717	0	0	1.32052357281534	3.25557610753254	0	2.22150179219141	0	2.63449062606918	0	1.56408402845848	0	0	2.31909467088632	1.29963607678797	0	5.2075307461695	6.77301430269184	5.55857762914438	4.01105413979223	6.03332816287394	2.80625453077382	5.55857762914438	4.78017863375824	0.221948416617915	3.6488560469184	1.7068644781089	6.19690714947089	0	5.55857762914438	0.0525820753722361	4.98869625330646	0	2.89257331215065	2.17210205275227	3.63971688479905	2.15499261309095	1.93566848950462	5.41293447463679	3.15396393985805	5.34418278379835	5.64808417769739	5.43213679704866	0.374904266292833
